 	ha	potuto	entrare	dalla	finestra	</S>
a46	0.075638846	0.07431717	0.12129828	0.30498	0.33329836	0.09046736
a31	0.15992531	0.06255468	0.22413728	0.21149795	0.31310534	0.028779486
a8	0.12248168	0.051610917	0.10695269	0.2654314	0.43471962	0.018803779
a31	0.15579538	0.06100507	0.11394703	0.23727149	0.41336524	0.01861573
a15	0.1667083	0.0631907	0.106386974	0.17478944	0.47402993	0.014894534
a13	0.16070579	0.037757095	0.07545389	0.18701825	0.52546716	0.013597831
a24	0.14000702	0.02223618	0.048326615	0.14998317	0.6178014	0.021645533
a31	0.1613911	0.021057185	0.047084805	0.14347717	0.5958411	0.031148598
a18	0.19366188	0.049414337	0.07919318	0.120535195	0.47733843	0.07985702
a31	0.17934291	0.04066735	0.060168486	0.12619102	0.5175381	0.07609217
a20	0.20636532	0.0733361	0.106286235	0.13825381	0.34007162	0.13568692
a11	0.18720214	0.09030911	0.10461933	0.1373512	0.30092505	0.17959316
a8	0.109073155	0.07832966	0.099188365	0.19967185	0.3774924	0.13624461
a31	0.11622026	0.10202483	0.11501463	0.19681494	0.34920645	0.12071891
a8	0.12120074	0.13721874	0.15380995	0.18063949	0.23915946	0.16797167
a31	0.128508	0.13617088	0.1501432	0.17851838	0.24709167	0.15956788
</S>	0.13269195	0.15309218	0.16589166	0.17761129	0.1951624	0.17555049
