 	perché	aveva	lavorato	molto	</S>
a46	0.33543247	0.29028216	0.056832768	0.2342367	0.08321584
a31	0.32670385	0.3467055	0.010116967	0.29568547	0.020788297
a17	0.41539007	0.3101394	0.012288679	0.24578181	0.01640007
a31	0.42460477	0.29892242	0.010206077	0.24992158	0.016345115
a37	0.43570626	0.31916946	0.013253624	0.21376155	0.018109027
a31	0.4651155	0.36799243	0.010554898	0.14282468	0.013512583
a18	0.48549524	0.35502166	0.012707014	0.12595537	0.020820668
a10	0.5416594	0.3590617	0.013221036	0.06914428	0.016913636
a31	0.50915945	0.36194673	0.011512322	0.096291184	0.021090377
a46	0.52389634	0.3369504	0.016360464	0.09055054	0.032242283
a20	0.5406496	0.29922336	0.025342073	0.091647394	0.04313767
a11	0.48691446	0.2957304	0.031111902	0.12601987	0.060223337
a18	0.48703104	0.3186905	0.028111322	0.11342601	0.052741136
a31	0.46662718	0.35968453	0.023377607	0.107707754	0.042603
a0	0.4905037	0.22676267	0.073851936	0.12614094	0.082740664
a31	0.43989515	0.24073046	0.05839689	0.16218634	0.09879112
a8	0.34525782	0.18515566	0.13949396	0.17870873	0.15138385
a31	0.30148327	0.18779746	0.14680254	0.19424221	0.16967447
a7	0.23097733	0.18251222	0.18320484	0.20719217	0.19611341
a31	0.23416272	0.15743762	0.15795635	0.23117846	0.21926478
</S>	0.18263511	0.18771249	0.20199376	0.21536261	0.21229595
