 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
a31	0.15651119	0.15266155	0.15213779	0.15749173	0.06656339	0.12576817	0.12086014	0.068005994
a39	0.19316754	0.17747325	0.16856894	0.1832288	0.047150508	0.09568752	0.11311963	0.02160378
a41	0.18933454	0.17884669	0.17923583	0.19874093	0.02585344	0.097408295	0.11637725	0.01420298
a39	0.2420744	0.20583795	0.1735032	0.23199438	0.01788056	0.04785742	0.0661845	0.014667565
a20	0.28704822	0.23016793	0.15489262	0.19813088	0.018283235	0.039944466	0.05508517	0.01644744
a0	0.34999833	0.23637527	0.1254855	0.16400959	0.018666638	0.03791557	0.050024167	0.017524892
a31	0.3978526	0.22154887	0.10984029	0.14387804	0.018898644	0.039738115	0.048464134	0.019779336
a13	0.34056845	0.15075247	0.109146304	0.13990812	0.044898886	0.08535614	0.082777925	0.04659169
a17	0.32832274	0.14906925	0.109396204	0.15046038	0.047552027	0.08601708	0.08190402	0.04727825
a31	0.24088073	0.14026782	0.123765305	0.15299316	0.061531328	0.1089719	0.10091169	0.07067805
a3	0.15285456	0.12463109	0.12247015	0.14215544	0.10468746	0.12786357	0.11862598	0.10671176
a46	0.16327077	0.12514195	0.12140306	0.14357969	0.10094363	0.12612484	0.11627354	0.103262566
</S>	0.13256343	0.12191988	0.1234801	0.1388411	0.11319731	0.13166377	0.12321171	0.11512267
