 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
a20	0.15260138	0.2024515	0.06644137	0.11352412	0.1865305	0.05422946	0.08751266	0.13670899
a46	0.15775035	0.26537284	0.013037621	0.1663111	0.26520503	0.017149014	0.048188508	0.066985525
a39	0.13662519	0.2655036	0.014165964	0.09887342	0.33665228	0.023842318	0.05482086	0.0695164
a31	0.121814914	0.25115567	0.00944937	0.10651149	0.374624	0.016835775	0.043690175	0.07591856
a20	0.09605316	0.249885	0.022864278	0.08869173	0.3731371	0.032758802	0.075113274	0.061496645
a31	0.13459806	0.27231455	0.014406648	0.0789602	0.37218636	0.020441998	0.05312142	0.053970724
a15	0.08966649	0.223479	0.03146168	0.08655625	0.3626523	0.04598847	0.08792846	0.072267324
a11	0.114451334	0.2401952	0.033343032	0.0825947	0.33585647	0.045342296	0.07840526	0.06981172
a31	0.09356265	0.2350162	0.029514898	0.08198697	0.35744554	0.04400091	0.08581336	0.07265948
a46	0.0794788	0.20775816	0.051068813	0.10421783	0.2966567	0.06750575	0.106340595	0.08697336
a31	0.08528399	0.16481707	0.06687268	0.109178014	0.24577121	0.09814507	0.11204472	0.11788726
a46	0.08141841	0.16422173	0.07019576	0.1110966	0.22989734	0.10088266	0.12388321	0.11840437
a31	0.08659042	0.13597521	0.0833787	0.11352955	0.19146523	0.122174926	0.12564105	0.14124487
a15	0.082354456	0.14078525	0.083321	0.11356265	0.19183162	0.12020156	0.13247652	0.13546701
a31	0.09448606	0.13451488	0.086159825	0.11026894	0.18215105	0.12376702	0.12393283	0.14471935
a20	0.0800864	0.12962526	0.09377347	0.11678121	0.17096642	0.13034742	0.13725956	0.1411603
a18	0.0917298	0.12798022	0.088715926	0.1102101	0.17549744	0.12925416	0.12845477	0.1481575
a46	0.08115555	0.13231406	0.10279947	0.12002359	0.16490294	0.12932764	0.13417356	0.13530318
a31	0.104409754	0.13229248	0.12066	0.12620924	0.1371227	0.12540549	0.12677243	0.12712789
a15	0.0984411	0.12960939	0.1215956	0.12735268	0.13561544	0.12833402	0.12953417	0.12951766
a31	0.08164282	0.12358722	0.1153311	0.12554213	0.14361879	0.13623436	0.13467199	0.13937156
a37	0.101906665	0.12677492	0.123822555	0.12714225	0.13163503	0.12928839	0.12943926	0.12999095
a35	0.083598785	0.1230419	0.11834779	0.12627034	0.1394541	0.13617457	0.1345817	0.13853082
a31	0.1159531	0.12684265	0.12426399	0.12555698	0.1284698	0.12595865	0.12617025	0.12678462
a46	0.118693754	0.12588742	0.12483359	0.12567843	0.1268122	0.12593144	0.12606423	0.1260989
a31	0.111785635	0.125688	0.12510024	0.12637748	0.127963	0.12767631	0.12745684	0.12795252
a11	0.11944242	0.1253546	0.1251332	0.12560447	0.1261738	0.12608416	0.1260247	0.12618266
a31	0.11080113	0.125664	0.12511164	0.12642273	0.12816045	0.12793377	0.12768057	0.12822568
a46	0.121733755	0.12520744	0.12509754	0.12536071	0.1256726	0.12563689	0.12559956	0.12569153
a20	0.11914811	0.12532087	0.12517142	0.12563686	0.12618722	0.12617716	0.12608175	0.1262766
</S>	0.122532055	0.12523116	0.12503237	0.12524079	0.12559175	0.12543902	0.12541287	0.12552005
