 	la	pasta	vuole	sale	</S>
a31	0.20711508	0.18836184	0.22340854	0.29249397	0.08862061
a15	0.23012841	0.22476824	0.23757045	0.287154	0.020378929
a31	0.2669366	0.2228367	0.22261406	0.27032828	0.017284336
a13	0.2952595	0.23919792	0.1570098	0.29197824	0.016554499
a31	0.29458645	0.2428924	0.13023925	0.31570378	0.016578171
a6	0.3021271	0.258131	0.10730135	0.29556072	0.036879838
a31	0.2686443	0.23479624	0.12154798	0.30975422	0.06525717
a46	0.19747883	0.19446588	0.11897609	0.36933106	0.11974817
a31	0.1753182	0.1658003	0.13247335	0.35624462	0.17016353
a46	0.13546494	0.14082761	0.14346051	0.37394306	0.20630392
a20	0.13087836	0.13376276	0.14995585	0.35327375	0.23212923
</S>	0.12793556	0.13648021	0.16701685	0.3257283	0.2428391
