 	i	bambini	non	si	vestono	da	soli	</S>
a31	0.052527696	0.02958014	0.07117508	0.07533589	0.21815918	0.15732604	0.23425137	0.16164458
a0	0.071357384	0.005997055	0.08795856	0.053501826	0.27821353	0.13921396	0.28211194	0.081645735
a31	0.07508305	0.0046376106	0.08949316	0.07111208	0.24151951	0.14825334	0.27326038	0.09664088
a17	0.068638116	0.0062737493	0.074824326	0.031037984	0.22490385	0.044014856	0.51020914	0.040097963
a20	0.046320885	0.0053337147	0.05355355	0.019198237	0.28242418	0.033838775	0.5150766	0.044254094
a31	0.031955082	0.0049337647	0.0407614	0.01517842	0.29805502	0.035814974	0.52734536	0.045955945
a37	0.037268028	0.012269101	0.04551287	0.023525624	0.22399247	0.0343728	0.5871709	0.03588817
a15	0.040915802	0.015806163	0.046778515	0.025761876	0.22592287	0.032293778	0.5701426	0.04237844
a46	0.021683086	0.011100762	0.035068505	0.01872353	0.2624655	0.037739288	0.55933255	0.05388674
a24	0.02616228	0.019906487	0.053347256	0.03297587	0.26520905	0.058118742	0.4637186	0.080561765
a31	0.025106063	0.014903536	0.035688415	0.021834562	0.29034033	0.052200552	0.4915116	0.068414904
a18	0.037894543	0.049647946	0.070526816	0.06103264	0.18299654	0.072969995	0.4337547	0.09117686
a11	0.04844607	0.047972456	0.06733414	0.057174366	0.17273864	0.07988139	0.42926583	0.09718716
a35	0.03317164	0.0446829	0.058892004	0.053348627	0.2069717	0.07716758	0.3945715	0.13119398
a31	0.027529253	0.034896623	0.052048575	0.04290722	0.27688733	0.07142452	0.38247705	0.11182944
a13	0.061736017	0.08599881	0.09344511	0.09112403	0.13655658	0.09712231	0.31206942	0.121947706
a11	0.04746	0.06982767	0.083281174	0.08005708	0.15625072	0.09440127	0.34082794	0.12789415
a31	0.05190863	0.06967374	0.07507617	0.073468864	0.17178102	0.09372174	0.30306455	0.1613053
a46	0.09531003	0.10588284	0.10775399	0.10710355	0.12345709	0.10885883	0.23119925	0.120434396
a31	0.08019243	0.10638732	0.110459685	0.109894104	0.1290288	0.11345877	0.22571588	0.12486306
a24	0.10897665	0.12147887	0.12265172	0.122535646	0.12601824	0.12342408	0.14970654	0.12520829
a35	0.090102136	0.1219866	0.125966	0.1260721	0.12889008	0.1293972	0.14731693	0.130269
a31	0.10421346	0.10940692	0.10992076	0.10985113	0.11842463	0.111741446	0.20808092	0.12836073
a46	0.11758113	0.12082379	0.12110017	0.121066935	0.1227884	0.121427566	0.1513764	0.12383566
a31	0.11357898	0.12144767	0.122074895	0.122045934	0.12411497	0.12264599	0.14932877	0.12476276
</S>	0.1205773	0.124337874	0.12461805	0.12460353	0.1252001	0.12482171	0.13062884	0.12521264
