 	volevo	Maria	domani	di	venire	da	me	</S>
a20	0.13708812	0.068957694	0.04520657	0.059618674	0.2100039	0.14637825	0.24226171	0.09048508
a24	0.2192218	0.14022279	0.06647643	0.13068892	0.13553312	0.12007594	0.13274106	0.055039942
a31	0.25433716	0.14014432	0.056980062	0.11342814	0.14744645	0.11215168	0.13798611	0.037526064
a17	0.34633422	0.117856644	0.03738603	0.08442421	0.18571039	0.052683372	0.15654314	0.019062078
a31	0.2942342	0.12523603	0.050266456	0.098417975	0.16789104	0.085545495	0.15214144	0.026267419
a37	0.41309574	0.1412659	0.027956245	0.08862132	0.16773824	0.026084905	0.12392885	0.011308807
a10	0.42503113	0.13767137	0.022605551	0.08723607	0.18040465	0.027151423	0.10886609	0.0110338135
a31	0.40658605	0.14551142	0.019209836	0.085119516	0.18903561	0.028631568	0.11299073	0.012915182
a20	0.49256334	0.17250645	0.014959297	0.075291984	0.14491668	0.014328608	0.07574924	0.009684421
a33	0.5710617	0.14671087	0.015041439	0.058313284	0.1296651	0.013143539	0.057226308	0.008837806
a20	0.64099884	0.086844765	0.016045205	0.038064364	0.10196358	0.019317258	0.07939827	0.017367775
a31	0.5526369	0.124616295	0.016727375	0.057656717	0.14054056	0.021204622	0.06934658	0.017270908
a5	0.7100445	0.09783103	0.01351867	0.03104822	0.07100155	0.014675724	0.045595784	0.016284497
a17	0.74653506	0.08675186	0.01662491	0.033328056	0.057912245	0.014907619	0.02833878	0.015601421
a11	0.7187962	0.05180443	0.01813197	0.026028609	0.06715498	0.02590817	0.059774637	0.032401014
a10	0.705894	0.045652363	0.0152871385	0.021989407	0.080047235	0.02668684	0.06712177	0.037321188
a31	0.676056	0.03712673	0.018122537	0.021160416	0.099529766	0.03384225	0.06983352	0.04432875
a24	0.5079071	0.054616313	0.044776198	0.04406279	0.121851504	0.069238104	0.085518844	0.072029166
a46	0.22832839	0.06843821	0.08016412	0.0687622	0.13366076	0.13502532	0.1465209	0.13910012
a20	0.27890536	0.062344566	0.08917391	0.07703667	0.1622301	0.10439761	0.118443415	0.107468344
a31	0.21452625	0.061351582	0.09298713	0.07444705	0.1618234	0.12213991	0.14472765	0.12799703
a20	0.2101849	0.07016773	0.10892464	0.09807636	0.15277515	0.116781935	0.12460906	0.118480206
a31	0.13472076	0.069756165	0.121776186	0.09999214	0.1467346	0.14001882	0.14553842	0.14146292
</S>	0.15539648	0.07495329	0.12029642	0.10719822	0.15215354	0.12890913	0.13158737	0.12950565
