 	lo	sentii	ee	che	arrivava	</S>
a15	0.13518672	0.15140584	0.16196102	0.15679619	0.24504597	0.14960428
a31	0.103861086	0.12142978	0.21500508	0.1930314	0.21900834	0.14766428
a46	0.034376983	0.078334965	0.3275554	0.1751789	0.32432255	0.06023119
a8	0.08376796	0.114123315	0.25528753	0.18034093	0.25812468	0.108355574
a31	0.06454804	0.09310378	0.28565565	0.1430706	0.31427032	0.09935157
a23	0.035156127	0.084166005	0.31169868	0.16318826	0.33434057	0.07145031
a8	0.079671234	0.10912164	0.26551798	0.16353375	0.27601328	0.10614218
a38	0.050693534	0.078427374	0.2921542	0.12934984	0.3588691	0.09050588
a20	0.065759994	0.09729719	0.2835943	0.14839827	0.312133	0.09281725
a28	0.073238835	0.10097483	0.28987813	0.16073379	0.29078618	0.08438824
a20	0.041812893	0.0673474	0.34814554	0.12825389	0.36650404	0.047936283
a23	0.036581345	0.060363088	0.3526248	0.12349034	0.38151315	0.04542724
a31	0.030590907	0.051736664	0.32407343	0.10697666	0.43998197	0.04664037
a29	0.017474346	0.038034752	0.2205117	0.061955318	0.6206147	0.0414092
a33	0.020655366	0.041650385	0.2709508	0.08626985	0.54024833	0.040225204
a29	0.021008011	0.05660644	0.23530339	0.12229295	0.5161913	0.0485979
a27	0.02324742	0.04921966	0.20539522	0.08657943	0.5903918	0.04516651
a46	0.020858333	0.047051564	0.19785057	0.077649266	0.6110446	0.04554572
a20	0.026871819	0.052956495	0.2123198	0.09433019	0.5627473	0.050774366
a31	0.030045537	0.05791575	0.19801252	0.09592603	0.56349695	0.054603223
a7	0.041774325	0.05354749	0.20724952	0.09271733	0.5538298	0.050881583
a1	0.050460074	0.06319548	0.20786348	0.10367655	0.51522744	0.05957701
a20	0.05207969	0.06511406	0.22209036	0.10853191	0.4902214	0.06196261
a31	0.055926923	0.07400847	0.21437126	0.121209905	0.46470714	0.06977623
a20	0.065545276	0.07320629	0.21448107	0.11338609	0.46216363	0.071217634
a31	0.07746522	0.0851139	0.22023001	0.12577078	0.40851736	0.08290271
a23	0.0797252	0.082977876	0.21486557	0.10680205	0.4334663	0.08216299
</S>	0.086928725	0.09148673	0.21748458	0.12135035	0.39250487	0.090244666
