 	non	so	cosa	scrive	</S>
a46	0.24336992	0.19383591	0.33425388	0.10841198	0.12012826
a8	0.43093723	0.26296228	0.28611958	0.0073706596	0.012610185
a31	0.43728903	0.264374	0.27491993	0.010537824	0.012879325
a13	0.45637694	0.2520659	0.2599819	0.013876434	0.017698718
a31	0.43878844	0.26723117	0.27360883	0.009313891	0.011057714
a28	0.47544673	0.24834235	0.23571765	0.017943192	0.022550046
a31	0.51359516	0.23663513	0.21428075	0.016170407	0.019318637
a37	0.4825127	0.23443823	0.18764699	0.043104526	0.052297633
a31	0.43502215	0.2542826	0.2018927	0.049004678	0.059797846
a11	0.31029597	0.2286926	0.18607278	0.1300296	0.14490904
a31	0.27782652	0.24920301	0.18460913	0.1296379	0.1587235
a20	0.1695087	0.17841217	0.18434167	0.22873698	0.23900056
a31	0.17392059	0.1738415	0.16245449	0.22938475	0.2603987
</S>	0.12554061	0.13605379	0.21150365	0.26163155	0.26527044
