 	stava	ancora	cucinando	</S>
a8	0.06243035	0.34456903	0.39282116	0.20017953
a46	0.011504518	0.37695783	0.54438204	0.06715555
a24	0.008063693	0.39081958	0.5555973	0.045519356
a37	0.0071058627	0.4196037	0.52055603	0.052734464
a20	0.004018836	0.380103	0.58440113	0.03147709
a31	0.004638142	0.3012716	0.67074734	0.02334296
a37	0.021796824	0.21236055	0.73126924	0.03457345
a31	0.018701436	0.24341719	0.7017105	0.03617088
a20	0.07853489	0.18607026	0.64536554	0.09002927
a31	0.071542524	0.18677627	0.65304863	0.08863257
a6	0.14412148	0.19978452	0.50200117	0.1540928
a31	0.16225995	0.21481594	0.44118962	0.18173453
a20	0.19194637	0.21830139	0.38942903	0.20032324
a46	0.21882372	0.23841353	0.30988407	0.23287866
a31	0.22812867	0.24327387	0.29901454	0.2295829
</S>	0.2413129	0.24582675	0.2706844	0.24217598
