 	se	si	era	vestito	la	figlia	l	avessi	portata	alla	chiesa	</S>
a31	0.034420498	0.023842366	0.04140542	0.028734209	0.060787465	0.075024486	0.09552794	0.13235573	0.105225705	0.10578249	0.1745762	0.12231752
a20	0.062011767	0.033505898	0.051446494	0.026243186	0.094104	0.11165957	0.11805289	0.0900964	0.09129717	0.12585086	0.12608734	0.06964447
a37	0.07078173	0.04387454	0.07385826	0.037523072	0.092696264	0.10047502	0.09708541	0.08300067	0.10405886	0.120049655	0.10481555	0.07178096
a24	0.07368592	0.045396667	0.0760679	0.032656286	0.09747382	0.10749265	0.1022207	0.07387192	0.107689895	0.12534621	0.11399731	0.044100713
a31	0.07817324	0.0461787	0.07640366	0.041368872	0.09625961	0.102077074	0.09988557	0.0831485	0.09447988	0.11461964	0.10579234	0.06161288
a39	0.06483348	0.025986312	0.044609133	0.014189866	0.077048466	0.10242681	0.11943115	0.06382799	0.10752744	0.16987199	0.17130677	0.038940623
a31	0.0658164	0.03513877	0.05175856	0.024040356	0.096233375	0.11630145	0.121105075	0.079374164	0.09263266	0.13489918	0.1355801	0.04711996
a24	0.05636077	0.018602138	0.03358602	0.009906174	0.06479532	0.09598002	0.10321393	0.0459317	0.116760276	0.20585842	0.21148907	0.03751609
a31	0.063306354	0.02768647	0.042979173	0.016654909	0.08154561	0.10978009	0.1212006	0.070100404	0.101393186	0.161722	0.16496578	0.03866544
a28	0.047506776	0.014579822	0.026529308	0.008518699	0.054387238	0.0982029	0.10008577	0.03456437	0.11364577	0.2282427	0.23977385	0.033962782
a24	0.05484949	0.01939181	0.033933837	0.011424365	0.06857593	0.11039368	0.11780532	0.05715466	0.10896101	0.18745138	0.19702339	0.033035107
a8	0.060976792	0.027746841	0.04434497	0.01774882	0.08466868	0.12063241	0.12401196	0.07026412	0.096217416	0.15559715	0.16194925	0.0358416
a31	0.045858946	0.016570985	0.028159125	0.012008808	0.06635483	0.12947349	0.13433601	0.049338967	0.0934675	0.18646279	0.2035741	0.034394387
a46	0.034304477	0.010510996	0.020029042	0.0071048685	0.042267647	0.09991316	0.09935934	0.027992703	0.106561944	0.24282284	0.27956402	0.029568952
a8	0.036000438	0.012753128	0.023214424	0.008728411	0.04659667	0.109841846	0.113765985	0.038071882	0.10811234	0.22563621	0.2512967	0.025981959
a28	0.029873459	0.013146098	0.022987297	0.010979816	0.04238501	0.11402928	0.11931427	0.043180984	0.09258499	0.22939655	0.255441	0.026681157
a31	0.03579426	0.013893806	0.027036848	0.0110242255	0.057219952	0.13746454	0.13085125	0.04478346	0.09755025	0.20156851	0.21900353	0.023809295
a39	0.023061698	0.009191207	0.015026768	0.00713213	0.026483756	0.08077429	0.08161102	0.017319383	0.09200212	0.28527087	0.33869484	0.023431921
a33	0.030983193	0.010529755	0.01943446	0.0077471724	0.038918573	0.10695717	0.110802256	0.032161858	0.10595317	0.24680847	0.2660417	0.023662142
a31	0.023784528	0.013694848	0.01997812	0.010859868	0.029797621	0.07583542	0.082095206	0.03801285	0.073790126	0.25826016	0.34268612	0.031205125
a24	0.018814439	0.008449206	0.013924907	0.0071745925	0.02179832	0.070966594	0.070936665	0.01601221	0.07926712	0.29823896	0.37030426	0.024112793
a37	0.021136023	0.0077278917	0.014718515	0.006880776	0.026089957	0.085853726	0.08527145	0.022597626	0.08903825	0.28208396	0.33033523	0.028266557
a14	0.021763552	0.0073280903	0.015450963	0.006540766	0.02988845	0.09933047	0.10239772	0.02860698	0.08369358	0.24694103	0.32761553	0.030442862
a20	0.028704794	0.0074487804	0.018638052	0.0062927627	0.040742926	0.11908594	0.111193545	0.033836577	0.079206586	0.21254042	0.3098252	0.03248438
a28	0.03508702	0.010112976	0.022347106	0.007445303	0.050264653	0.13017994	0.119710445	0.03575418	0.0828027	0.19784781	0.2795851	0.0288628
