 	qui	ancora	stanno	con	la	luce	accesa	e	stanno	svegli	</S>
a31	0.039233495	0.079465546	0.0748889	0.08849717	0.0812463	0.075111106	0.077583335	0.08990588	0.10533171	0.16917929	0.11955724
a23	0.026256565	0.078388184	0.093424276	0.107933596	0.10782629	0.10160956	0.10753845	0.10982493	0.1098555	0.10993658	0.047406007
a31	0.037964247	0.10361678	0.10159408	0.13134176	0.118370876	0.081882924	0.09443876	0.100044444	0.08955676	0.08820787	0.05298146
a23	0.019010961	0.07618218	0.07278499	0.14346546	0.13301994	0.06363455	0.08490991	0.13630782	0.12153062	0.12011712	0.029036416
a10	0.02298079	0.09000524	0.091876246	0.1438891	0.1284925	0.07920753	0.099068694	0.11117589	0.10114353	0.09981169	0.032348804
a31	0.026232861	0.09950465	0.10575885	0.13344821	0.12677069	0.08366545	0.104323946	0.11157853	0.09486042	0.09117779	0.022678595
a37	0.008564667	0.07171224	0.07316648	0.13130124	0.12413907	0.06448032	0.08778822	0.15197496	0.1370181	0.13451882	0.0153358895
a27	0.008708999	0.06308168	0.06997663	0.14719191	0.13061966	0.07126972	0.09716261	0.1379533	0.1314456	0.12548804	0.017101804
a31	0.010244607	0.074446104	0.08732487	0.1486339	0.13129544	0.08445732	0.10921518	0.11925316	0.11162089	0.108019896	0.015488634
a44	0.005492156	0.05590604	0.06086793	0.12700652	0.11458222	0.066677466	0.09827486	0.15461564	0.15334262	0.1492781	0.013956458
a23	0.0119403275	0.04078634	0.051044058	0.11064567	0.115731455	0.06948101	0.112786286	0.15419127	0.15364987	0.15233	0.027413692
a37	0.010695643	0.04205022	0.05275895	0.11375542	0.12178227	0.07615093	0.12872024	0.14376359	0.14448619	0.14402224	0.021814305
a38	0.0057652155	0.044170093	0.05177106	0.12539537	0.12479426	0.07742833	0.14074863	0.14325207	0.14074934	0.13108897	0.014836695
a46	0.006894387	0.046117168	0.053261876	0.13238826	0.12610132	0.07608167	0.1363729	0.13906343	0.13444203	0.13167146	0.017605484
a31	0.008900742	0.041883394	0.04613169	0.11365101	0.11232462	0.081576556	0.13378811	0.1489266	0.14511757	0.1445758	0.023123858
a28	0.014199796	0.035369493	0.035314336	0.088409334	0.08320026	0.06490004	0.117726244	0.17496902	0.16433397	0.18678503	0.03479243
a31	0.010678917	0.039607357	0.0400551	0.1002622	0.09499057	0.072248966	0.117588736	0.17115064	0.16632901	0.1603933	0.02669512
a14	0.021310402	0.041678518	0.04171488	0.07327794	0.06849191	0.07302765	0.10688491	0.15967284	0.16278236	0.21299477	0.038163815
a31	0.026489116	0.04706789	0.045934703	0.08137439	0.073929764	0.077395305	0.10273398	0.1573793	0.15842693	0.18799756	0.041270994
a20	0.030684853	0.05298739	0.05318339	0.081097744	0.073808	0.09069367	0.118321195	0.12674749	0.13085695	0.20318894	0.03843037
a31	0.055538777	0.06907816	0.066393085	0.091572925	0.08251256	0.092293516	0.09909064	0.11217498	0.10709982	0.16237436	0.06187121
a20	0.045180373	0.06327906	0.063578345	0.08918969	0.08243226	0.106977254	0.12216597	0.11386941	0.105288945	0.15648752	0.05155119
a31	0.074273504	0.08301829	0.079927064	0.09523043	0.087374955	0.09202429	0.09482248	0.096501	0.09069176	0.12699902	0.07913719
a20	0.06449152	0.0743247	0.07377982	0.09005474	0.085265666	0.103167914	0.105710894	0.10169099	0.09141627	0.1348124	0.0752851
a10	0.08054314	0.08526845	0.0832717	0.09014994	0.08543755	0.08628621	0.08723547	0.08897085	0.08793839	0.1309995	0.0938988
a31	0.07227104	0.08161805	0.07687253	0.08454936	0.074439086	0.0703349	0.07064927	0.080570295	0.091080554	0.18415265	0.11346224
a37	0.07348585	0.080658786	0.07848008	0.084083326	0.07814708	0.080508955	0.07917914	0.085369766	0.08969058	0.1571927	0.113203794
a38	0.077727064	0.08521646	0.08183291	0.084097296	0.076432124	0.07321926	0.07238398	0.07973077	0.08999409	0.15509266	0.12427342
</S>	0.07622275	0.08888261	0.08417055	0.085888214	0.07170794	0.063687995	0.05989998	0.08375976	0.10463638	0.1619166	0.119227216
