 	sono	stato	sempre	poveretti	</S>
a20	0.06729914	0.15138137	0.2791934	0.3280082	0.1741179
a4	0.013636861	0.2817192	0.3287208	0.3319418	0.043981355
a31	0.011583504	0.2142732	0.36130708	0.36115536	0.0516808
a38	0.0075459816	0.11241555	0.33769011	0.5245213	0.01782707
a31	0.006960414	0.19928668	0.3699369	0.3902475	0.033568416
a7	0.007798962	0.13945323	0.30912638	0.52146524	0.022156222
a31	0.0066905315	0.16278394	0.36771888	0.43939468	0.023411976
a21	0.011308559	0.12716113	0.27215156	0.5665919	0.022786878
a20	0.010254012	0.10378057	0.28006458	0.58654726	0.019353513
a8	0.0095406985	0.099181615	0.309784	0.56163657	0.01985714
a31	0.015474994	0.090006866	0.27719137	0.57405037	0.043276433
a33	0.02378553	0.08146045	0.18323252	0.6694111	0.04211032
a20	0.030417703	0.09429851	0.19024038	0.63156503	0.053478375
a31	0.0295567	0.073682666	0.17187761	0.67630917	0.048573934
a7	0.060341634	0.106631674	0.15231614	0.5808773	0.099833205
a31	0.10040206	0.14917856	0.18801335	0.40849474	0.15391126
a11	0.10559733	0.14565955	0.1730443	0.40103373	0.17466505
a31	0.14537384	0.15826611	0.17033198	0.28525093	0.24077713
a13	0.15013547	0.15882313	0.16270036	0.29704878	0.23129222
a18	0.18171436	0.17108041	0.1581969	0.23446158	0.2545468
a31	0.19343568	0.18431582	0.16965936	0.22823302	0.2243561
</S>	0.19476813	0.18877275	0.1770847	0.22373454	0.21563981
