 	la	casa	la	costruirono	i	muratori	</S>
a31	0.06808829	0.050704375	0.08587336	0.15998098	0.13519567	0.3132607	0.1868966
a17	0.13689312	0.054648012	0.13483146	0.2798717	0.12132784	0.1923184	0.08010942
a39	0.17428324	0.057729542	0.14426768	0.28758007	0.11368117	0.15055387	0.07190449
a3	0.18916968	0.058960512	0.16872287	0.3124102	0.09170411	0.12291499	0.056117684
a35	0.19809985	0.050763134	0.17083439	0.32891417	0.080578335	0.11876933	0.05204074
a31	0.20014545	0.035742205	0.14504483	0.38689333	0.070742734	0.11594108	0.045490447
a24	0.1864771	0.02066944	0.10352893	0.49058327	0.040935572	0.10007213	0.057733532
a31	0.21019427	0.030580042	0.12128492	0.44664934	0.053328253	0.09850864	0.039454613
a39	0.14283107	0.025146438	0.07745626	0.6006543	0.03687432	0.069072746	0.047964826
a31	0.14979991	0.03167009	0.08355426	0.59112185	0.039216936	0.06673028	0.037906706
a24	0.12699339	0.03085977	0.07858589	0.63530374	0.03854965	0.05196621	0.0377413
a31	0.13222711	0.033104673	0.077821255	0.6446865	0.036461174	0.045269158	0.03043006
a28	0.10607131	0.036082596	0.07671331	0.64474916	0.04285571	0.051390354	0.04213758
a45	0.1068408	0.044786867	0.0852942	0.62211025	0.046914123	0.049875744	0.04417804
a31	0.10952683	0.06279387	0.096803665	0.34431294	0.09807584	0.16065913	0.12782778
a20	0.08974185	0.05144287	0.078263365	0.558188	0.0653366	0.07911521	0.07791212
a31	0.09325699	0.049028102	0.082096785	0.57944673	0.05631913	0.070117354	0.06973487
a8	0.07956253	0.059273157	0.07731678	0.47251895	0.09394597	0.110108286	0.107274294
a31	0.0990281	0.07653806	0.096360445	0.3828204	0.103689305	0.121830635	0.11973309
a20	0.08734881	0.0749342	0.084709726	0.36698672	0.11613255	0.1353641	0.1345239
a18	0.09326059	0.06968233	0.091283835	0.4450788	0.088769056	0.105964236	0.1059612
a31	0.07255006	0.056093056	0.0742488	0.37852472	0.10485049	0.14667168	0.16706125
a11	0.07939433	0.078058	0.09184208	0.25093675	0.16073912	0.16971129	0.1693184
a27	0.093380965	0.08364816	0.09552753	0.26351163	0.13799103	0.16213132	0.16380939
a31	0.07135843	0.071657166	0.09218548	0.21983252	0.14661439	0.18399394	0.2143581
a0	0.08188378	0.09597884	0.12386469	0.15141103	0.18010792	0.18318443	0.18356937
a31	0.08739017	0.08668436	0.096790776	0.17622228	0.17356832	0.18843	0.19091412
a18	0.084630094	0.0999955	0.12738076	0.11819754	0.18848175	0.19065158	0.19066271
a31	0.08893133	0.0911058	0.10161827	0.13856132	0.18617429	0.19662997	0.19697903
a46	0.084896654	0.1019726	0.13035029	0.11188376	0.1890618	0.1909215	0.19091338
a14	0.087737456	0.09443564	0.111278005	0.11449481	0.19383469	0.19911684	0.19910254
a8	0.08345279	0.09882375	0.12653461	0.12485882	0.18523006	0.18917263	0.1919273
a31	0.08469382	0.12239595	0.14641944	0.15768117	0.16015232	0.1625758	0.16608156
</S>	0.08380344	0.11488355	0.14537227	0.12468432	0.17629248	0.17723767	0.1777262
