 	è	che	stanno	ancora	alzati	</S>
a20	0.06593083	0.068021454	0.14117204	0.2735592	0.29990146	0.151415
a31	0.09685954	0.17966354	0.25726327	0.2523824	0.1617006	0.052130602
a20	0.029505862	0.1460247	0.218499	0.32454315	0.2540042	0.027423045
a31	0.05938684	0.1769229	0.21496128	0.29567662	0.198161	0.05489126
a20	0.029714268	0.22202995	0.26018476	0.25020593	0.2167013	0.021163763
a28	0.03224759	0.23194619	0.27063963	0.26165292	0.17632778	0.027185893
a31	0.023462307	0.22315517	0.3219494	0.24276799	0.15934151	0.029323576
a29	0.034197934	0.21745206	0.31762686	0.18593945	0.21306589	0.031717747
a46	0.042901803	0.17736354	0.25569683	0.17919357	0.3023216	0.042522624
a31	0.046460625	0.09404463	0.15135925	0.15710118	0.46317962	0.0878547
a20	0.064039946	0.09020816	0.16606806	0.17085664	0.40075305	0.10807415
a31	0.06915444	0.10611001	0.18235616	0.17085735	0.38181683	0.089705214
a39	0.08030589	0.08945342	0.1391374	0.18963534	0.34694803	0.15451995
a20	0.08950697	0.108689085	0.17615475	0.18249863	0.3211928	0.121957704
a8	0.059241004	0.06214054	0.09351616	0.15517104	0.5018067	0.12812455
a20	0.053870913	0.05650944	0.1050209	0.17364463	0.4992938	0.111660294
a24	0.043042656	0.050701458	0.08676135	0.18294322	0.50318897	0.13336232
a46	0.05086448	0.048146505	0.07796131	0.16710699	0.5282074	0.12771326
a8	0.06799979	0.05359287	0.10710696	0.1649768	0.494516	0.11180764
a23	0.06560694	0.055666067	0.112121455	0.17252445	0.4764737	0.117607445
a8	0.05542472	0.05298392	0.104990214	0.18242414	0.48061284	0.12356411
</S>	0.06681332	0.05773027	0.12200434	0.176015	0.45782328	0.11961387
