 	che	sapeva	che	non	può	fare	il	bagno	</S>
a31	0.12354581	0.1757477	0.1417322	0.15541697	0.065079056	0.093986854	0.15145609	0.05669466	0.036340714
a20	0.15029074	0.15579638	0.15689254	0.15281686	0.06870809	0.1133726	0.14840934	0.040113166	0.01360034
a28	0.16348885	0.17844065	0.16507755	0.15793152	0.06096815	0.09099075	0.14512524	0.03175258	0.0062246816
a31	0.16408604	0.19599962	0.17756112	0.16913064	0.06587774	0.052774176	0.15285432	0.017329939	0.004386411
a39	0.14494854	0.19092642	0.1939517	0.18518923	0.06981514	0.034361694	0.15747839	0.017334407	0.0059945136
a24	0.14737092	0.18040764	0.20974866	0.20062692	0.06258407	0.025824258	0.15592821	0.011966061	0.005543135
a31	0.13246852	0.18634889	0.23623589	0.22147413	0.04529863	0.019092562	0.1439676	0.009663965	0.0054498697
a17	0.08266273	0.19882572	0.27679133	0.24619892	0.036358103	0.018943366	0.11110899	0.016964493	0.012146372
a31	0.07922883	0.17896268	0.2734277	0.25687495	0.044107307	0.024047276	0.10523619	0.021981735	0.016133321
a39	0.059756417	0.16976616	0.26726633	0.24573556	0.051092904	0.03648269	0.085307	0.047605217	0.0369877
a41	0.070594564	0.17017463	0.21059033	0.20989338	0.07321901	0.04887153	0.09369388	0.06920944	0.053753182
a31	0.06829768	0.15902679	0.15123945	0.14595088	0.087073706	0.08512521	0.09782935	0.112780675	0.09267625
a33	0.08036	0.13248682	0.12572499	0.12679575	0.1075842	0.09606786	0.10636441	0.12571317	0.09890286
a31	0.0808237	0.13257515	0.12963714	0.12269139	0.10079484	0.10173404	0.10478548	0.12070175	0.10625651
</S>	0.09535454	0.11888932	0.111171946	0.10857021	0.10792974	0.11230776	0.11016406	0.120665215	0.11494722
