 	mia	mamma	e	mio	padre	non	andarono	mai	in	Grecia	</S>
a46	0.08694555	0.11308753	0.11838809	0.1190563	0.11833555	0.114083596	0.07850881	0.03149081	0.056415807	0.113610454	0.050077464
a31	0.064457335	0.07048921	0.09196075	0.11861881	0.12499708	0.11699345	0.11619775	0.08450318	0.08842989	0.11181972	0.011532907
a17	0.029018778	0.08520629	0.13815665	0.15999232	0.16676714	0.15344985	0.14643474	0.028006937	0.030998545	0.05833284	0.0036358645
a41	0.044900317	0.08348873	0.13636239	0.14799249	0.14993751	0.14240132	0.1383061	0.037507363	0.039738033	0.07336436	0.0060013835
a31	0.054395787	0.080980696	0.13593319	0.14359821	0.13879302	0.13631496	0.13412073	0.043960065	0.045578096	0.07868968	0.0076355184
a38	0.025822377	0.078896396	0.1641622	0.17400962	0.15159568	0.14890786	0.14064793	0.02630074	0.030606499	0.055516966	0.0035337335
a31	0.030100068	0.07840836	0.14912204	0.16435859	0.15386748	0.14328189	0.13621414	0.035000283	0.03651775	0.068675004	0.0044543715
a17	0.015524168	0.06181254	0.15755959	0.17349677	0.17070028	0.17400002	0.14381777	0.021341747	0.026957467	0.051838122	0.0029515964
a31	0.0134423645	0.06373582	0.13845895	0.17645879	0.18580727	0.17107464	0.15315554	0.019872705	0.023644809	0.051942702	0.0024063678
a39	0.009371644	0.046630207	0.13703308	0.17429309	0.19045204	0.19392765	0.14878844	0.01818054	0.025208998	0.052535985	0.003578385
a35	0.009387605	0.048369486	0.125593	0.17344275	0.20591632	0.18951203	0.15495464	0.017068708	0.02151062	0.05143622	0.0028086458
a31	0.010647257	0.051812377	0.122529306	0.18061398	0.20255163	0.17144597	0.1593506	0.016621647	0.02074682	0.06063429	0.003046083
a46	0.0060802195	0.03061084	0.13273203	0.19037637	0.20795494	0.20074792	0.14889771	0.011847237	0.018774169	0.04747283	0.004505739
a38	0.0053434544	0.022260249	0.115281366	0.1841081	0.23366682	0.210852	0.15875858	0.009424102	0.015882516	0.039429884	0.00499285
a13	0.006137229	0.026217652	0.10260592	0.15753119	0.2397499	0.21195984	0.1850207	0.0101452395	0.018105673	0.037796684	0.0047299727
a11	0.0048233573	0.026005406	0.12565571	0.19563518	0.23322119	0.18808226	0.16481529	0.0067449557	0.012960934	0.037312817	0.0047428934
a13	0.0045216056	0.029025171	0.14573988	0.22571906	0.21021834	0.1787207	0.14180186	0.004783381	0.009444358	0.045689534	0.0043361117
a31	0.0057069454	0.033709645	0.14108685	0.22793138	0.20299242	0.18334293	0.13208625	0.004952493	0.009685004	0.054351684	0.0041544395
a49	0.005216525	0.020859793	0.07025827	0.1315309	0.35096473	0.2606422	0.127438	0.0036825973	0.008132061	0.015582389	0.0056925593
a13	0.006317212	0.022641579	0.081628196	0.129041	0.34471315	0.23591028	0.13649502	0.005176233	0.009935141	0.019030824	0.009111428
a20	0.007693014	0.029347168	0.07702778	0.11823008	0.38964102	0.22158834	0.11350224	0.004780514	0.011269812	0.017746998	0.0091730505
a31	0.007628118	0.030818855	0.07748	0.120565474	0.38462	0.22156821	0.1167645	0.0043966286	0.010783422	0.016953196	0.008421593
a8	0.028605923	0.051478412	0.0829214	0.09240196	0.33049488	0.18476623	0.10562416	0.01857375	0.037398662	0.03887457	0.02886002
a31	0.05054537	0.06729631	0.09610617	0.10269365	0.21342899	0.16818818	0.09597775	0.03220333	0.05806801	0.06121169	0.05428059
a45	0.071645476	0.08162535	0.09330476	0.09499507	0.15106909	0.13269891	0.09559262	0.05170227	0.075324066	0.077789955	0.07425236
a31	0.037647817	0.05941515	0.10301803	0.11155146	0.2069744	0.1942648	0.1299549	0.02711488	0.045975726	0.045846853	0.038235966
</S>	0.07264824	0.08120934	0.09098961	0.093170345	0.14470173	0.13001797	0.104376175	0.05600253	0.07517167	0.07721828	0.07449402
