 	tu	quante	bottiglie	hai	rotto	dieci	</S>
a21	0.025409378	0.18487404	0.23033996	0.123386584	0.09531357	0.22601491	0.114661574
a20	0.010693257	0.20207004	0.21679929	0.13268505	0.1334995	0.20968893	0.094563924
a35	0.0064879186	0.25086582	0.27401397	0.09873781	0.070948884	0.23145254	0.06749306
a20	0.0058644353	0.25239858	0.29542792	0.08596538	0.07006459	0.23801905	0.05226002
a38	0.007216653	0.24317212	0.2871713	0.092043355	0.084361345	0.230702	0.05533316
a31	0.0066874092	0.25854096	0.3102726	0.07229178	0.06587089	0.2462456	0.04009077
a18	0.004895221	0.22899285	0.39815044	0.020174026	0.013675381	0.31539592	0.018716091
a23	0.0068870657	0.24758977	0.35004252	0.04953233	0.044916842	0.26926124	0.031770155
a24	0.0076515847	0.23883636	0.36055318	0.048118398	0.040362194	0.26618844	0.038289797
a37	0.008530458	0.22768156	0.37516636	0.041597117	0.03553236	0.2811651	0.030327039
a20	0.0061917063	0.23101318	0.3942591	0.030882062	0.02225876	0.29180264	0.023592556
a31	0.006939217	0.23169075	0.3993804	0.02471628	0.016511396	0.29849154	0.02227047
a20	0.018074382	0.18747106	0.38074085	0.026546333	0.0273307	0.3380718	0.021764867
a33	0.017219517	0.20733982	0.38016227	0.020960974	0.023656728	0.3330437	0.017617006
a31	0.038950477	0.1534738	0.31854743	0.04404084	0.05672297	0.35031644	0.037948117
a20	0.0664253	0.12985402	0.25833392	0.07231035	0.08631689	0.31969845	0.067061044
a31	0.0898208	0.12777798	0.2224705	0.08859265	0.10215003	0.28039113	0.088796906
a20	0.110618874	0.1369723	0.1879184	0.111841306	0.11802391	0.22388047	0.11074472
a31	0.12335925	0.1416816	0.16634728	0.12228253	0.12509154	0.1979937	0.123244196
</S>	0.12265054	0.14162466	0.1666482	0.12288182	0.12490991	0.19840953	0.122875355
