 	lo	posso	finire	di	fare	</S>
a20	0.24263234	0.07116515	0.043054514	0.34494177	0.21150492	0.08670133
a31	0.3055602	0.07584065	0.013225689	0.29678518	0.27847797	0.030110268
a46	0.32876527	0.030389313	0.0074722404	0.5082037	0.11061996	0.014549545
a31	0.4135408	0.027441882	0.009315607	0.43857077	0.09533116	0.015799712
a41	0.42942458	0.036392726	0.019920422	0.37573084	0.103070244	0.03546132
a18	0.3731647	0.04283518	0.031109564	0.37484565	0.11866112	0.05938368
a7	0.2316253	0.059534494	0.052941207	0.4365488	0.12874925	0.09060095
a41	0.16771467	0.082499735	0.079321355	0.4355748	0.12822288	0.10666659
a31	0.18612416	0.10957956	0.106264636	0.34763065	0.13359386	0.11680714
a0	0.17853539	0.15892519	0.15795246	0.18398641	0.16122195	0.15937862
a31	0.15789106	0.15562682	0.15553133	0.21127182	0.16108148	0.1585975
a39	0.16633382	0.1655257	0.16549967	0.17071249	0.16613191	0.16579637
a46	0.16275953	0.16451539	0.1645759	0.17671646	0.16600855	0.16542418
</S>	0.16507581	0.16422619	0.164235	0.17641366	0.16535738	0.16469198
