 	se	vieni	alle	sette	sto	ancora	cucinando	</S>
a8	0.05266555	0.062092595	0.051168423	0.049777728	0.10685073	0.2720498	0.29345927	0.111935854
a31	0.094976306	0.088223055	0.028351013	0.042128548	0.21250503	0.23876004	0.26079392	0.034262028
a8	0.08285165	0.0819535	0.030283298	0.037086464	0.10885452	0.30818763	0.3302515	0.02053142
a31	0.08946354	0.08730972	0.027946359	0.03957954	0.12896666	0.2908466	0.30924886	0.02663881
a46	0.0812816	0.08168076	0.027992424	0.037135042	0.09911434	0.29915956	0.36089522	0.012741005
a31	0.07627073	0.07672743	0.018876543	0.02783938	0.10167282	0.31761134	0.36686066	0.014141114
a20	0.073661774	0.076190315	0.020676795	0.0285071	0.09758761	0.27882668	0.41333446	0.01121523
a31	0.060205583	0.06096988	0.013015244	0.017823996	0.08048684	0.32698134	0.42964998	0.010867101
a13	0.06177732	0.066743575	0.014705504	0.019146238	0.08686882	0.23889777	0.49777496	0.014085872
a17	0.05399715	0.057167448	0.01086529	0.014427913	0.07311586	0.28873724	0.49042663	0.011262519
a8	0.042518627	0.04640207	0.007556713	0.009933531	0.075585626	0.271936	0.5229762	0.023091197
a31	0.045569133	0.04870391	0.012306355	0.014005516	0.07746371	0.21404722	0.5465492	0.041354977
a8	0.03724985	0.042728685	0.011998135	0.012778494	0.049574714	0.1844982	0.6410421	0.02012986
a20	0.045238618	0.05087104	0.015497515	0.016035559	0.061014574	0.21141979	0.5742136	0.025709283
a31	0.040403508	0.046221055	0.011172581	0.012114211	0.066700704	0.23446801	0.5599088	0.029011086
a28	0.03984974	0.0452045	0.014885221	0.014998365	0.04474417	0.12820666	0.68447155	0.027639864
a31	0.043895714	0.05092601	0.015388422	0.015901886	0.047439933	0.1507664	0.65089226	0.02478931
a38	0.052079283	0.059201986	0.020766461	0.020906942	0.053638045	0.10896817	0.64699244	0.03744673
a31	0.04728327	0.056480486	0.02060672	0.02115509	0.04821047	0.11185648	0.6612244	0.033182967
a17	0.056853272	0.064857446	0.025467709	0.025430225	0.056896836	0.10148281	0.6213687	0.047643036
a3	0.04677775	0.057173695	0.022510162	0.023249825	0.049066648	0.1042384	0.6591545	0.03782913
a10	0.025464384	0.031956602	0.012103569	0.0124783795	0.030142054	0.14268124	0.7141304	0.031043295
a20	0.023402331	0.029303154	0.008033526	0.008900684	0.035849705	0.18309183	0.6805963	0.03082247
a35	0.027184349	0.03223885	0.007129113	0.007874539	0.050851543	0.20335422	0.64048433	0.03088299
a37	0.031394396	0.03658427	0.008513785	0.0090660835	0.057639685	0.1956541	0.62270665	0.038441025
a23	0.026673317	0.032323107	0.008480665	0.009022784	0.05045837	0.18363994	0.6493073	0.040094543
a20	0.03289497	0.03956736	0.010599994	0.010756128	0.056037944	0.19569583	0.60869133	0.04575635
a31	0.026735416	0.03368947	0.0109417895	0.011063786	0.04465253	0.17618546	0.64663655	0.05009501
a0	0.046401013	0.06954603	0.04702506	0.041818254	0.057781618	0.1761352	0.49574792	0.06554492
a31	0.030893933	0.0430624	0.026049847	0.024406353	0.035451736	0.16810155	0.61223584	0.059798393
a13	0.06895224	0.0933881	0.08012529	0.07072779	0.08600709	0.13961746	0.35574898	0.10543311
a31	0.060371738	0.0748258	0.06590092	0.06018715	0.07069959	0.14218023	0.40341073	0.12242385
a39	0.08858843	0.11183881	0.10605583	0.09335721	0.111089565	0.1424426	0.20617372	0.14045385
a17	0.08307056	0.099152364	0.09680353	0.086255156	0.10142991	0.15058444	0.22000204	0.16270207
</S>	0.086051114	0.098143056	0.0974179	0.090099685	0.0996877	0.153919	0.2632678	0.11141381
