 	forse	stanno	ancora	svegli	</S>
a31	0.12140433	0.18344094	0.30130774	0.31648418	0.077362865
a10	0.22218446	0.24613898	0.25395873	0.24004951	0.037668366
a20	0.25777566	0.24351975	0.2377425	0.2177399	0.043222148
a31	0.21678068	0.25391588	0.27302545	0.24131915	0.014958831
a18	0.28901303	0.25463086	0.26962844	0.175719	0.0110087115
a31	0.3204028	0.2525703	0.2641378	0.151609	0.011280119
a35	0.3922381	0.2537088	0.21269615	0.123287715	0.018069215
a31	0.39673236	0.23123701	0.21145512	0.13397339	0.026602127
a10	0.45339787	0.20367989	0.17689562	0.12935385	0.03667271
a20	0.40873218	0.21349758	0.19447443	0.14131801	0.0419779
a29	0.34266484	0.17632048	0.18760256	0.21255217	0.080859944
a20	0.2901932	0.1473279	0.22519968	0.2235877	0.11369149
a31	0.22946079	0.15593126	0.24740042	0.21684957	0.15035796
a28	0.16651103	0.17539726	0.2271637	0.22902538	0.20190258
a8	0.146327	0.14918564	0.22925198	0.24338204	0.2318534
a21	0.18354148	0.20147583	0.2106337	0.2039341	0.20041493
</S>	0.1701384	0.20066339	0.21103507	0.21013609	0.20802705
