 	se	nella	nella	pasta	voleva	sale	l	avevo	messo	</S>
a31	0.033739086	0.042129304	0.067044295	0.05527581	0.1067107	0.10731666	0.12226844	0.15008672	0.19517235	0.120256685
a39	0.06414578	0.05485311	0.08426548	0.083186984	0.10595397	0.1386366	0.12554133	0.14225292	0.14316416	0.057999674
a31	0.06466519	0.08186607	0.10985511	0.08885218	0.13041559	0.12966077	0.10837129	0.1246249	0.102930956	0.05875792
a14	0.053402614	0.051473536	0.067811295	0.055918492	0.15613338	0.15272912	0.13127074	0.15813482	0.1319262	0.041199844
a41	0.062405214	0.062041216	0.0919895	0.07594618	0.13597515	0.14392929	0.12026737	0.14010291	0.12221946	0.045123726
a33	0.06447655	0.06877022	0.10238772	0.08548592	0.12982902	0.14214139	0.114833124	0.13851888	0.119063504	0.034493648
a20	0.059074137	0.03976769	0.06865995	0.08078952	0.11380887	0.14570521	0.12986028	0.1507471	0.15854172	0.05304549
a31	0.08856853	0.07351382	0.09253617	0.11231241	0.09262847	0.1261081	0.10902045	0.13116299	0.13404262	0.040106446
a10	0.044981062	0.024475876	0.04065065	0.04941363	0.13948652	0.16422525	0.13031967	0.18530229	0.19312167	0.028023377
a31	0.057950992	0.036796283	0.057526518	0.07018145	0.116469756	0.15602747	0.12747355	0.17034698	0.1773301	0.029896844
a46	0.03895101	0.018758062	0.030304799	0.040890075	0.13069372	0.14353873	0.12345783	0.21925703	0.22895762	0.025191218
a31	0.040053975	0.022480106	0.03423854	0.04791853	0.12513901	0.15940562	0.13395685	0.19506837	0.21678098	0.024958018
a39	0.031904988	0.015525437	0.024118423	0.03353394	0.12517393	0.13597348	0.12107788	0.233931	0.2560249	0.02273606
a28	0.049925737	0.029990597	0.044555604	0.057996843	0.1205959	0.15615134	0.13015862	0.18280287	0.19971204	0.028110435
a21	0.057650734	0.037820257	0.058339573	0.070761114	0.114889495	0.15107688	0.124237955	0.17079197	0.18510237	0.02932957
a24	0.06644474	0.052490354	0.077758305	0.09227237	0.10518554	0.13948943	0.11322538	0.15355308	0.16960715	0.029973714
a46	0.08065153	0.06800077	0.086806566	0.10595254	0.09437803	0.12779288	0.105313025	0.13955109	0.15715194	0.034401633
a20	0.058537375	0.03873033	0.06254146	0.08910572	0.10407845	0.14442426	0.11799656	0.16093346	0.19001126	0.033641007
a31	0.06260391	0.044529125	0.063935384	0.0923624	0.103117324	0.13482256	0.11145356	0.15772879	0.20197098	0.027475959
a14	0.01397113	0.008800604	0.014041357	0.016278142	0.104429476	0.13661884	0.10413775	0.22778282	0.34648615	0.02745379
a17	0.028342316	0.019889057	0.03218788	0.038365927	0.122208886	0.15611063	0.13246837	0.19362743	0.25668842	0.020111095
a31	0.030100882	0.022740014	0.038274743	0.046840265	0.12067281	0.14834237	0.12733851	0.18375565	0.2605922	0.021342596
a11	0.010923094	0.0075716055	0.0108972825	0.011102348	0.09679341	0.12533571	0.09565684	0.24599095	0.3701117	0.025617031
a18	0.01881409	0.01279452	0.0198294	0.02073828	0.123151615	0.16189365	0.13227525	0.21407942	0.27733806	0.019085763
a6	0.0213608	0.0152383	0.026232759	0.027370956	0.12797979	0.16055968	0.13416888	0.19924706	0.26776928	0.020072505
a8	0.03228433	0.024373889	0.04032499	0.05102645	0.119063534	0.14686915	0.12524061	0.18187568	0.25734907	0.021592313
a31	0.020611973	0.01924487	0.027784798	0.025433525	0.08177549	0.12553583	0.098718666	0.2235941	0.34663704	0.030663647
a24	0.010728887	0.008726311	0.011976776	0.010817702	0.08712984	0.12166946	0.08779039	0.27030692	0.35528734	0.035566323
a37	0.012907213	0.009865709	0.014898626	0.012899517	0.10922384	0.15526278	0.10694989	0.24419262	0.31039244	0.023407415
a38	0.011036806	0.009000484	0.015055985	0.012215777	0.10560426	0.1462438	0.101752296	0.23828815	0.33303383	0.027768672
