 	le	buone	canzoni	si	scrivono	alla	notte	</S>
a46	0.04310084	0.11036813	0.1406019	0.08919187	0.15444894	0.19985004	0.16147542	0.100962855
a8	0.11199809	0.09941831	0.11820604	0.11024296	0.10889041	0.19458766	0.192441	0.06421554
a31	0.08847388	0.07027804	0.12588176	0.07912686	0.10514094	0.25466537	0.23738118	0.03905193
a41	0.091140784	0.049933583	0.115008555	0.06600116	0.09656119	0.3149173	0.22904338	0.03739403
a31	0.097192734	0.066692516	0.16007335	0.091923214	0.108950995	0.25611314	0.18062896	0.038425084
a0	0.13549435	0.047638744	0.13240343	0.089315906	0.068698816	0.327141	0.17926836	0.020039475
a31	0.12679192	0.040177915	0.11670166	0.073861465	0.06459199	0.38436192	0.17514625	0.0183669
a39	0.1394744	0.027224217	0.0901093	0.058942944	0.041392863	0.41828114	0.20310748	0.021467634
a31	0.10976078	0.025864517	0.06676386	0.04205304	0.039696634	0.54832536	0.1480453	0.01949043
a10	0.09864675	0.022709206	0.053647622	0.035662916	0.033741124	0.5438505	0.18185362	0.029888209
a20	0.08453445	0.027685069	0.056106847	0.03835796	0.037860863	0.5779896	0.14963202	0.027833158
a31	0.05525826	0.019042214	0.037025727	0.024298955	0.031937726	0.6581438	0.1440241	0.030269288
a10	0.053052604	0.023478728	0.035437576	0.02936154	0.037536528	0.61864644	0.15801847	0.044468094
a20	0.060900573	0.034384247	0.051455095	0.040462088	0.047441512	0.53564364	0.17380665	0.055906188
a31	0.04130507	0.027808215	0.037665147	0.033902597	0.05090058	0.62849885	0.12548484	0.05443468
a13	0.045023922	0.040773284	0.045339156	0.051847823	0.070099875	0.5185643	0.15084215	0.07750958
a20	0.05946328	0.057359446	0.06620657	0.06854285	0.095582984	0.3577588	0.1818578	0.11322823
a31	0.050670266	0.066321686	0.06922617	0.08473666	0.105446644	0.37075692	0.14535418	0.10748752
a28	0.054512978	0.08608167	0.08435944	0.10457412	0.11639961	0.27482674	0.1608011	0.1184444
a24	0.06251531	0.08983072	0.0888483	0.114181384	0.1354408	0.20761082	0.1602109	0.14136179
a46	0.060831636	0.11306849	0.11601932	0.12598795	0.13382426	0.17685895	0.14115967	0.13224979
a39	0.078045055	0.12045217	0.121461	0.122077376	0.12623642	0.17810473	0.12764278	0.1259805
a46	0.06412441	0.11152705	0.115199015	0.11323422	0.12982681	0.2122987	0.122549705	0.13124007
a8	0.086960696	0.11529624	0.117671385	0.11570777	0.12215037	0.19904673	0.1214935	0.12167336
</S>	0.07827435	0.1111808	0.11435859	0.112362035	0.120646864	0.22438216	0.11761643	0.121178746
