 	hai	già	mangiato	</S>
a31	0.12428771	0.42331627	0.3523566	0.10003947
a37	0.14363603	0.45817295	0.3814227	0.016768321
a31	0.19079942	0.45664957	0.33668593	0.015865061
a46	0.140744	0.52454674	0.30458453	0.030124685
a31	0.10950644	0.47438744	0.34583238	0.07027373
a39	0.10668319	0.4166889	0.36427033	0.11235756
a20	0.116982	0.32905272	0.3960868	0.15787847
a31	0.11216577	0.26279587	0.39064196	0.23439637
a46	0.1252882	0.25965142	0.35454324	0.26051715
a31	0.1355752	0.23767297	0.33298966	0.29376212
a18	0.15934917	0.26561686	0.29339615	0.28163782
a24	0.14312631	0.24071628	0.31121174	0.30494574
a46	0.19796851	0.26314986	0.26986703	0.26901466
</S>	0.24050683	0.25439268	0.25310037	0.25200006
