 	se	vieni	ogni	sabato	ti	compro	il	pane	</S>
a31	0.05866615	0.04758116	0.042994894	0.07202336	0.15531693	0.041923225	0.22899175	0.2555931	0.096909426
a29	0.110981755	0.09728305	0.088410415	0.12530683	0.20217033	0.005239525	0.18774334	0.15791202	0.024952728
a31	0.15133356	0.113307804	0.09001758	0.12774512	0.18034199	0.0067413985	0.15544483	0.14060266	0.034464996
a20	0.16651127	0.13399386	0.107379995	0.14290686	0.19910218	0.0051047173	0.135415	0.09747153	0.012114606
a31	0.16147053	0.13214715	0.1056395	0.14907116	0.22864807	0.003991149	0.12429705	0.08388466	0.010850822
a28	0.1766253	0.15373498	0.12155919	0.1661356	0.24062343	0.0055733942	0.08067073	0.04701737	0.008059975
a3	0.17642517	0.15181696	0.10995527	0.1662277	0.2781076	0.0063816714	0.06378911	0.038897205	0.0083992975
a35	0.17948666	0.13990024	0.09554086	0.16208875	0.2825175	0.0061235838	0.07586401	0.04822781	0.010250587
a31	0.17308737	0.12493876	0.083887115	0.14526977	0.30220243	0.006028706	0.0927937	0.05702125	0.014770871
a20	0.17982462	0.14628527	0.100848	0.17260647	0.28361252	0.008345676	0.0584875	0.03878579	0.0112041235
a31	0.15868877	0.13385543	0.094490066	0.14895444	0.33348322	0.011824711	0.06517626	0.038872905	0.014654116
a28	0.13100988	0.13367195	0.10198782	0.15406248	0.34154195	0.02457288	0.050886486	0.03923448	0.023032073
a13	0.12850203	0.14367288	0.1264715	0.15813749	0.27525365	0.03046637	0.06386789	0.04311956	0.030508704
a41	0.0975313	0.12001086	0.11230908	0.14895846	0.27715936	0.046788067	0.07396043	0.07957847	0.043703996
a28	0.06872255	0.086660944	0.08589843	0.1237999	0.27787024	0.057958912	0.102783516	0.12793915	0.06836639
a31	0.056978583	0.06608814	0.06420917	0.10470962	0.27937058	0.047501113	0.1404207	0.154469	0.08625308
a20	0.06361873	0.06870763	0.07084014	0.087778114	0.18597414	0.12666707	0.12751341	0.14273398	0.1261668
a31	0.074104965	0.08091882	0.083370514	0.111191735	0.18729876	0.1202993	0.0959668	0.14137852	0.1054706
a24	0.06953177	0.07037959	0.07000147	0.075040504	0.12287408	0.151379	0.13969885	0.15398821	0.14710654
a46	0.07913264	0.08333726	0.08452073	0.10365905	0.15327866	0.13486949	0.09923294	0.14766887	0.11430034
</S>	0.067246005	0.06763574	0.06629471	0.07208183	0.14685808	0.14066896	0.14317863	0.15271823	0.14331782
