 	ho	finito	di	scrivere	</S>
a38	0.15643618	0.100640565	0.32421353	0.3206448	0.0980649
a31	0.30495244	0.1160648	0.2925035	0.2553948	0.031084454
a15	0.4663831	0.043303277	0.31488216	0.15946855	0.015962988
a18	0.42864165	0.0600831	0.3178393	0.17338105	0.020054864
a31	0.41104427	0.04768449	0.37522358	0.14853801	0.017509658
a37	0.5774525	0.024308441	0.250197	0.11925599	0.02878599
a31	0.6345356	0.02273292	0.20920002	0.10703856	0.026492845
a0	0.6155452	0.032649297	0.17409782	0.118588	0.059119716
a31	0.5236338	0.048855077	0.18350253	0.16578662	0.078222
a18	0.35856822	0.067910045	0.20909283	0.22059704	0.1438319
a31	0.292461	0.09686029	0.19315109	0.23616405	0.1813636
a39	0.16040546	0.101496205	0.2204568	0.30490237	0.21273918
a20	0.15751205	0.11038894	0.20827818	0.28963587	0.23418498
a31	0.106102794	0.12543651	0.21954781	0.32707572	0.22183716
a8	0.099587105	0.14915642	0.21303326	0.32515308	0.21307017
a20	0.10070851	0.15392949	0.21778175	0.30902982	0.21855044
a31	0.10576457	0.18153808	0.22241321	0.26808733	0.2221968
</S>	0.11086002	0.18870392	0.20663142	0.287589	0.20621562
