 	avete	cucinato	le	verdure	</S>
a29	0.34093568	0.05730134	0.39040032	0.124551415	0.08681137
a38	0.36266005	0.06414413	0.3659518	0.14894828	0.05829584
a31	0.42437908	0.017092228	0.4248709	0.10066943	0.032988366
a11	0.4218474	0.0083217975	0.5300749	0.025671186	0.01408471
a37	0.43858823	0.00731696	0.5106963	0.029017229	0.01438132
a11	0.42218688	0.0108374795	0.5203689	0.027493384	0.019113416
a31	0.42878345	0.01808078	0.49519318	0.032663938	0.02527873
a20	0.35687926	0.094417445	0.34934458	0.102491245	0.09686752
a31	0.31849438	0.09155157	0.39047006	0.10157156	0.09791244
a39	0.21308874	0.18814594	0.21986657	0.18983734	0.18906139
a13	0.2193579	0.17747697	0.24193019	0.18122111	0.18001387
a18	0.24735917	0.15894653	0.2635544	0.1674372	0.16270268
a39	0.28382018	0.13476652	0.28778532	0.15134943	0.1422785
a31	0.3017295	0.12356553	0.29656762	0.14468917	0.1334482
a46	0.2096529	0.18893223	0.22032227	0.19126214	0.18983044
</S>	0.21545981	0.18990153	0.21346697	0.1907798	0.19039194
