 	vuole	vuole	mangiato	caldo	</S>
a37	0.2733745	0.2374898	0.23521549	0.17989232	0.074027926
a31	0.2522134	0.24155365	0.24733442	0.19265513	0.06624344
a41	0.40725288	0.24877092	0.22088312	0.10437448	0.018718496
a31	0.37120724	0.2745592	0.2494097	0.08934815	0.015475705
a11	0.43124193	0.24128449	0.19015275	0.11579603	0.021524852
a20	0.48750326	0.21089743	0.1642635	0.110927194	0.026408633
a31	0.39877492	0.17313902	0.1906793	0.15917313	0.078233615
a18	0.21004896	0.15726346	0.21340856	0.24177004	0.17750904
a31	0.19084083	0.15477115	0.18709588	0.2765081	0.19078408
a20	0.13410369	0.14902392	0.19545531	0.31675652	0.20466053
a21	0.12918207	0.13954926	0.18274064	0.33046377	0.21806426
</S>	0.1434826	0.17230348	0.18754046	0.30562547	0.191048
