 	il	muro	vuole	uno	specchio	</S>
a46	0.078602046	0.110062875	0.19625497	0.25527066	0.26287323	0.096936226
a31	0.16732834	0.1770298	0.21607699	0.19848782	0.21691056	0.024166433
a24	0.15361941	0.14190102	0.18445788	0.23536327	0.26854345	0.016114991
a37	0.18596202	0.16566814	0.19602802	0.21930744	0.21553463	0.017499734
a18	0.19696674	0.17626242	0.20270152	0.18352048	0.2257715	0.014777421
a20	0.2446013	0.18343568	0.20264746	0.1415395	0.20775981	0.0200163
a41	0.24463733	0.15479854	0.18634926	0.14952804	0.23463249	0.030054374
a31	0.20341292	0.11664828	0.16252705	0.18678766	0.27735385	0.05327023
a11	0.13077173	0.097032264	0.14263393	0.19867086	0.2939873	0.1369039
a31	0.15612252	0.10673312	0.13763833	0.18219586	0.31468117	0.102629066
</S>	0.09961076	0.10600904	0.16069563	0.19957261	0.25060964	0.18350232
