 	la	pasta	vuole	sale	</S>
a8	0.20711508	0.18836184	0.22340854	0.29249397	0.08862061
a31	0.2193093	0.24691176	0.22637558	0.28302228	0.024381042
a28	0.22499558	0.18999691	0.19880433	0.37007472	0.016128536
a20	0.26453084	0.21057513	0.2201112	0.28749448	0.017288312
a31	0.25411975	0.2156646	0.21435903	0.30222556	0.013631077
a11	0.27950355	0.23578553	0.144938	0.32274044	0.01703255
a18	0.27532962	0.2330643	0.12739949	0.34831238	0.015894243
a15	0.23664351	0.20827526	0.10470303	0.4203964	0.029981755
a31	0.19816965	0.17244506	0.11467144	0.46272933	0.051984567
a20	0.15977407	0.17278074	0.16779713	0.34749848	0.15214954
a6	0.14534774	0.14101875	0.15028803	0.40705463	0.15629084
a20	0.13655537	0.14697286	0.16952264	0.39194655	0.1550026
a21	0.15970185	0.14858477	0.16837904	0.3905865	0.13274774
a20	0.17808463	0.15249786	0.15960744	0.3886411	0.12116902
a0	0.18821031	0.16262063	0.16666256	0.34383863	0.13866791
a31	0.20262685	0.18069309	0.17653272	0.28001752	0.16012979
a39	0.20343345	0.19630414	0.1954522	0.21243307	0.19237709
a31	0.2059886	0.19589458	0.19333698	0.2160665	0.18871337
a35	0.20010528	0.19930127	0.1994091	0.20226297	0.19892134
</S>	0.19635339	0.19844617	0.20000027	0.20584595	0.19935419
