 	l	ho	sentito	che	viene	</S>
a34	0.13872719	0.1532489	0.15799642	0.1766792	0.29631317	0.077035114
a46	0.18188	0.18701018	0.19376968	0.19439043	0.19847666	0.0444731
a41	0.18802053	0.19566916	0.18569535	0.19603117	0.22354147	0.01104234
a19	0.18527648	0.17528434	0.17909311	0.17646742	0.27262932	0.011249349
a31	0.19310577	0.15716377	0.15632042	0.15866141	0.31959927	0.015149388
a20	0.13899295	0.088040024	0.12034919	0.118396655	0.48613524	0.048085894
a31	0.13221453	0.090675585	0.13744873	0.1295754	0.45417336	0.055912428
a24	0.1128609	0.09361794	0.13197151	0.12644565	0.4217672	0.113336846
a31	0.11751547	0.11371056	0.13706467	0.13586123	0.35194272	0.14390537
a23	0.09962237	0.10095869	0.12326304	0.14188823	0.3667497	0.16751793
a20	0.10224315	0.110317566	0.12321743	0.15089715	0.32448736	0.1888373
</S>	0.11261297	0.12815227	0.1417186	0.16520609	0.27383146	0.17847866
