 	io	non	ho	cosa	da	mangiare	</S>
a31	0.06294728	0.08161434	0.101645306	0.16758929	0.098000385	0.3780254	0.110178
a37	0.12826993	0.13912165	0.16726938	0.20923558	0.04364063	0.29191494	0.020547964
a31	0.12931097	0.13813002	0.17255811	0.21513054	0.06608505	0.25198966	0.026795633
a18	0.1784179	0.17885315	0.1967131	0.21850951	0.020185769	0.19498233	0.012338198
a31	0.20167743	0.18309346	0.19492944	0.22062054	0.017788138	0.16915742	0.012733655
a11	0.2494062	0.19212033	0.18454781	0.1977428	0.023316659	0.1344868	0.01837943
a37	0.2769788	0.18001457	0.16983984	0.182309	0.03169731	0.13455902	0.024601473
a15	0.25683588	0.1689601	0.15631029	0.17264792	0.034553844	0.1750411	0.035650805
a39	0.20035385	0.14976475	0.14530866	0.16986695	0.029814318	0.2597964	0.045095004
a31	0.1823782	0.13168038	0.13259722	0.16319446	0.026687149	0.30962306	0.05383948
a39	0.16134918	0.12280908	0.11296899	0.12866038	0.08033234	0.27251983	0.12136022
a20	0.18935555	0.14126179	0.11992969	0.12977584	0.06960201	0.23708026	0.112994835
a24	0.14216314	0.113978975	0.098142214	0.119700655	0.11194876	0.26364553	0.1504207
a31	0.13818614	0.10176407	0.0891518	0.10668218	0.10626949	0.29238158	0.16556484
a46	0.1278943	0.13470605	0.12879448	0.14377822	0.14607327	0.16839603	0.15035765
a31	0.10747207	0.1105283	0.107246295	0.12946999	0.16092093	0.1995748	0.18478763
a3	0.103071645	0.1326873	0.13173455	0.14698514	0.15865873	0.16405486	0.16280776
a31	0.094163634	0.107398055	0.106544726	0.12586652	0.16694778	0.20030959	0.19876972
</S>	0.09913149	0.13137855	0.13072106	0.14706361	0.16068381	0.16564643	0.16537504
