 	lo	posso	finire	di	scrivere	</S>
a20	0.2707335	0.07811017	0.05154371	0.27285028	0.25541303	0.071349256
a31	0.31574243	0.13558438	0.032002483	0.2628234	0.22434503	0.029502304
a39	0.56622833	0.06103184	0.009189798	0.2603202	0.09136879	0.011860992
a24	0.51658475	0.07194254	0.008611962	0.30221125	0.08854394	0.012105533
a18	0.64538515	0.03864774	0.009728857	0.21196136	0.0775814	0.01669553
a24	0.6540079	0.023551183	0.012945642	0.1934883	0.08901894	0.026988054
a31	0.56031144	0.03221687	0.022228379	0.2104247	0.12860371	0.04621493
a20	0.27827585	0.10276991	0.10251392	0.16916084	0.22369806	0.12358138
a31	0.20382915	0.095332295	0.101665884	0.18282473	0.2740027	0.14234523
a1	0.19446857	0.13814971	0.14234439	0.15079667	0.22690971	0.14733094
a31	0.15477178	0.14439368	0.15279907	0.16296232	0.22471754	0.16035563
</S>	0.16489485	0.16005583	0.16172478	0.16375841	0.18650295	0.16306317
