 	la	casa	la	costruiscono	i	muratori	</S>
a31	0.08083012	0.105461754	0.15231526	0.048859958	0.13382094	0.25424206	0.22446986
a18	0.2588666	0.07679055	0.22802548	0.009368523	0.104122125	0.20315021	0.119676545
a31	0.21068995	0.097061746	0.18002567	0.0053554694	0.12580536	0.22421865	0.15684319
a20	0.35571545	0.0882278	0.26554072	0.013982204	0.097913034	0.114922866	0.06369787
a31	0.41729844	0.06526386	0.25126445	0.014357263	0.079843394	0.10269829	0.069274254
a37	0.432135	0.06052397	0.2643824	0.02262007	0.07817201	0.08498093	0.05718559
a18	0.44393462	0.061262485	0.22903447	0.034144066	0.08565897	0.083550125	0.062415235
a46	0.38289696	0.06025769	0.24487166	0.04709092	0.081587195	0.092082605	0.09121301
a31	0.21837217	0.061947614	0.26447484	0.08335574	0.094748326	0.1304742	0.14662713
a46	0.20856461	0.071380466	0.23633954	0.11573678	0.09872767	0.12588723	0.14336371
a31	0.20110221	0.08001155	0.22553846	0.118863545	0.10450186	0.1263397	0.1436427
a46	0.15121748	0.08137966	0.20377809	0.1457215	0.11144585	0.14472935	0.16172808
a31	0.1467092	0.09231489	0.182582	0.15064421	0.11333228	0.1452465	0.1691709
a46	0.11690401	0.0852839	0.17978358	0.163603	0.12066623	0.15855289	0.1752063
a31	0.120413244	0.09285244	0.16816011	0.16443011	0.11815916	0.15624152	0.17974342
a18	0.09702225	0.085732795	0.16944975	0.17199078	0.12909874	0.16644724	0.18025841
a31	0.13088821	0.09559654	0.17146887	0.15915298	0.11581376	0.15096143	0.1761182
a37	0.08331201	0.08450667	0.16982539	0.1727997	0.14286204	0.16975184	0.17694232
a13	0.10564776	0.089519404	0.16929747	0.1697617	0.12179921	0.16216536	0.18180901
a31	0.07964139	0.091041476	0.17305166	0.16431819	0.15390855	0.16540088	0.17263785
a20	0.07439224	0.10392567	0.16599791	0.16530372	0.15933263	0.16497852	0.16606925
a31	0.08001222	0.085359916	0.1695756	0.17210235	0.14769045	0.16982383	0.17543565
a20	0.07377374	0.113689095	0.16289112	0.16335256	0.15949368	0.16306533	0.1637345
a31	0.07634825	0.088832095	0.16796327	0.17077447	0.15416442	0.16928867	0.17262883
a20	0.074654266	0.12264898	0.16068313	0.16111363	0.15863456	0.1609207	0.16134477
</S>	0.07466812	0.094049335	0.16689645	0.16883388	0.15767887	0.16788901	0.1699843
