 	è	pericoloso	di	nuotare	di	notte	</S>
a37	0.058073156	0.06356185	0.12586035	0.13502774	0.21846558	0.25975043	0.13926083
a31	0.04732979	0.16155142	0.18219367	0.1777642	0.18580213	0.18375957	0.0615992
a7	0.02411895	0.1350862	0.19839154	0.14420779	0.28726086	0.1827411	0.028193593
a31	0.030335952	0.14104778	0.20095436	0.1511996	0.27240738	0.16647106	0.037583813
a20	0.017677514	0.1552994	0.22070333	0.16197449	0.27539277	0.1544086	0.014543931
a2	0.015622362	0.13977699	0.21023339	0.16297348	0.31670174	0.14203389	0.012658193
a41	0.020254761	0.12762502	0.20786817	0.16258737	0.33383414	0.13249099	0.0153395925
a20	0.033190157	0.119959295	0.19401252	0.14563483	0.354805	0.12808734	0.024310868
a46	0.039376404	0.12052278	0.19570549	0.1374627	0.3516194	0.12537315	0.02994009
a31	0.056895684	0.11609939	0.18839368	0.128609	0.30261692	0.15067612	0.056709252
a11	0.073852606	0.115205966	0.17116329	0.12245861	0.29498154	0.1527893	0.069548704
a35	0.080100305	0.13402289	0.17032932	0.14499238	0.25109822	0.14723206	0.07222484
a31	0.09966032	0.101295374	0.13331828	0.13750418	0.19312935	0.21195158	0.12314089
a11	0.11825432	0.10208885	0.12472729	0.1509356	0.14838287	0.21835098	0.13726015
a28	0.11499649	0.10679568	0.11953835	0.14900382	0.14538041	0.21674937	0.14753586
a20	0.13758174	0.10480456	0.13742863	0.15878984	0.14674476	0.17303616	0.1416143
a10	0.13530815	0.11433898	0.13717076	0.16033342	0.14993566	0.16499116	0.13792181
a31	0.13560851	0.12842026	0.13793646	0.15861149	0.15069385	0.15487243	0.133857
</S>	0.14075981	0.134922	0.14084548	0.150449	0.14281426	0.14913462	0.14107482
