 	Marika	non	ha	mangiato	mai	un	rustico	</S>
a8	0.13120058	0.0925904	0.052247256	0.05839857	0.040891085	0.15071905	0.36205328	0.11189976
a31	0.2109785	0.19857487	0.12314337	0.14761923	0.012463384	0.10894142	0.1754049	0.02287429
a20	0.26216182	0.16634016	0.09235603	0.10382919	0.011172736	0.0974455	0.2526036	0.01409099
a31	0.2618796	0.18818097	0.09655338	0.10290073	0.014838827	0.12412523	0.18698321	0.024538076
a37	0.2629597	0.21530162	0.12508258	0.13236502	0.011125453	0.061790887	0.18126488	0.010109829
a14	0.24590603	0.2159576	0.1408421	0.15270783	0.009517153	0.05570678	0.16856208	0.010800483
a10	0.2583365	0.22349143	0.15267804	0.17013629	0.0072611165	0.041970436	0.13632508	0.009801101
a31	0.2853011	0.23094432	0.14629777	0.16539972	0.006039265	0.036990352	0.118640415	0.010387129
a37	0.35018608	0.23530494	0.13193649	0.14043635	0.009238681	0.024237487	0.09463605	0.014023899
a10	0.37261894	0.22070664	0.11805357	0.12126815	0.013053808	0.033773925	0.10475547	0.0157695
a14	0.34530666	0.18284968	0.09534503	0.10046195	0.012778181	0.03069082	0.20340559	0.029162088
a0	0.31833193	0.16788708	0.08466688	0.090951964	0.01274384	0.035191692	0.25178215	0.038444493
a20	0.27245054	0.14273055	0.088836394	0.0916339	0.018535517	0.045379493	0.28919446	0.051239148
a33	0.2226123	0.105764665	0.08010568	0.08278081	0.033386298	0.067696735	0.32841462	0.07923882
a20	0.12549922	0.09173299	0.08892644	0.094087996	0.0968643	0.14009185	0.22908308	0.13371414
a31	0.097841956	0.08105766	0.078737825	0.081883974	0.09123212	0.12544584	0.2746731	0.1691275
a0	0.10586021	0.100340284	0.10182592	0.10423004	0.1354091	0.1418502	0.1674204	0.14306384
a41	0.097752586	0.083076805	0.08029637	0.08494275	0.0983024	0.13597272	0.25261185	0.16704452
a31	0.092736386	0.08072706	0.07908346	0.08277435	0.120509245	0.14141276	0.2527108	0.15004599
a37	0.10894139	0.106766194	0.10851738	0.11042476	0.13479568	0.13849069	0.15252575	0.13953814
a31	0.08899652	0.08232926	0.081591696	0.084137395	0.11935875	0.1520282	0.2199453	0.17161296
a18	0.112238444	0.11106156	0.11268952	0.114246614	0.13329569	0.1357529	0.14420748	0.13650782
a8	0.08832632	0.083031975	0.08259499	0.084956445	0.12452702	0.15500663	0.20995025	0.17160639
a20	0.11034787	0.09467745	0.092120595	0.09823853	0.124165505	0.13756554	0.2068629	0.13602163
</S>	0.09127304	0.08082452	0.07880046	0.081583485	0.11800765	0.14697011	0.24088998	0.16165079
