 	la	macchina	si	è	rotta	e	vuole	riparate	dal	meccanico	</S>
a31	0.04669242	0.07613963	0.05376933	0.02981777	0.056391556	0.096687146	0.097739294	0.114451274	0.13327658	0.17269695	0.12233803
a23	0.060119074	0.086882174	0.053789824	0.0036373201	0.087218024	0.12156437	0.10547463	0.15738639	0.13442318	0.13516395	0.05434107
a31	0.08153004	0.10428864	0.053798977	0.0053356877	0.08325822	0.11774334	0.11828684	0.16666049	0.101755954	0.10387153	0.06347016
a37	0.061649896	0.07334124	0.04034411	0.0024477935	0.05469521	0.11566457	0.1444532	0.20989856	0.12116601	0.13189545	0.044443928
a39	0.07114121	0.095847465	0.051996958	0.0029715546	0.07753889	0.1239758	0.12252473	0.18498859	0.111587115	0.11430675	0.043120977
a17	0.08490714	0.109447695	0.05599866	0.0033516726	0.08863508	0.122546576	0.11977283	0.16469547	0.10386772	0.10984238	0.036934823
a11	0.081077136	0.10304557	0.063708544	0.0038551653	0.094152294	0.1124207	0.10527498	0.17699572	0.1061606	0.11478843	0.038520843
a31	0.08401662	0.09948895	0.07827421	0.005407164	0.0993633	0.10521973	0.096298225	0.17534643	0.10467313	0.11127466	0.04063752
a20	0.03537318	0.055651456	0.028000018	0.0023387277	0.058099266	0.10856949	0.106511384	0.24783805	0.14131469	0.18875426	0.027549459
a31	0.05142566	0.0764185	0.047249548	0.002795011	0.0871834	0.11469563	0.098659575	0.20318486	0.13965695	0.14791787	0.030812968
a24	0.024765303	0.04004315	0.017517902	0.0027442903	0.04499883	0.076847084	0.10187446	0.3101174	0.14747539	0.21173984	0.021876339
a31	0.041606072	0.058230132	0.03507327	0.0024481907	0.06899299	0.10818776	0.10404202	0.2290799	0.1568319	0.16965707	0.025850633
a8	0.019504694	0.032436576	0.013570554	0.003227172	0.040239688	0.06456248	0.09209519	0.34490436	0.13749002	0.23319809	0.018771192
a31	0.020935513	0.031909484	0.015355843	0.0033992701	0.03742149	0.07544787	0.10178463	0.24296558	0.19784209	0.2535852	0.019353023
a24	0.017914051	0.029418351	0.013200528	0.003791591	0.03986486	0.06320255	0.10397867	0.2883924	0.15521155	0.26755422	0.017471168
a6	0.033130005	0.048686545	0.022978986	0.0026345607	0.05831119	0.095459655	0.104355544	0.24639557	0.16639592	0.19722359	0.024428396
a31	0.048419878	0.07084782	0.037507705	0.0027440377	0.087297104	0.107112154	0.097685546	0.19869272	0.15627116	0.16907504	0.024346836
a20	0.01651919	0.02898622	0.011293415	0.0033394184	0.035249744	0.0600574	0.08496707	0.3511427	0.13720906	0.25261524	0.018620608
a31	0.020921845	0.033234965	0.01259062	0.0031807495	0.038098555	0.07609175	0.10118299	0.26720497	0.18875372	0.24094313	0.017796695
