 	possono	essere	ancora	svegli	</S>
a31	0.21201022	0.040217195	0.30058253	0.32089105	0.12629901
a20	0.27186003	0.0070058866	0.32873678	0.3418229	0.050574407
a23	0.25637016	0.0074217757	0.3237216	0.34076965	0.07171684
a31	0.31180224	0.0063946014	0.2849549	0.36314416	0.03370411
a20	0.55312806	0.016415965	0.16884936	0.22946051	0.032146096
a11	0.5761049	0.014938688	0.15212774	0.22721621	0.02961248
a20	0.49203336	0.014586776	0.17199585	0.28386986	0.037514172
a31	0.4292819	0.0160135	0.21735922	0.28984857	0.047496777
a37	0.5845756	0.04813246	0.13966511	0.16638394	0.06124289
a31	0.51872313	0.03792593	0.15018989	0.23663893	0.05652212
a11	0.47930834	0.097469166	0.15555972	0.16093598	0.10672686
a46	0.41245565	0.09325229	0.17037107	0.20720166	0.11671931
a31	0.34537917	0.12354053	0.19360432	0.2040002	0.13347572
a46	0.31010884	0.16239153	0.17952724	0.18208756	0.16588488
a31	0.30039695	0.15625313	0.19256766	0.1888398	0.16194247
a20	0.24918324	0.18450817	0.19029842	0.1901443	0.18586585
a28	0.21524146	0.18903746	0.1977333	0.20283192	0.19515586
</S>	0.25619417	0.1791454	0.18808049	0.19498186	0.18159805
