 	sta	seduta	nel	giardino	</S>
a20	0.08124108	0.068851836	0.34131795	0.3693202	0.13926889
a17	0.1657286	0.025006058	0.303409	0.45593488	0.04992148
a20	0.14063478	0.012474829	0.32279512	0.4860965	0.037998814
a31	0.16196801	0.010673752	0.32257956	0.46605852	0.038720142
a17	0.1863411	0.015657268	0.31201085	0.436317	0.049673695
a31	0.20336117	0.011259339	0.29394585	0.44240955	0.0490241
a46	0.15745822	0.0430246	0.26909864	0.4225258	0.10789267
a31	0.14266136	0.045500476	0.2373905	0.46670395	0.10774377
a20	0.12667932	0.07340235	0.24550895	0.39270377	0.16170563
a31	0.13873878	0.06216171	0.22157605	0.44310862	0.13441493
a20	0.11721163	0.08642847	0.25003248	0.36240053	0.1839269
a18	0.12509182	0.084567286	0.21500099	0.39829707	0.17704287
a46	0.10945162	0.08646597	0.26534662	0.3545111	0.1842246
a20	0.10546746	0.09707953	0.28182334	0.34604672	0.16958293
a31	0.10149226	0.08899887	0.2788151	0.35581383	0.17488001
a18	0.11914619	0.18514931	0.2319887	0.25173196	0.21198381
a31	0.10286733	0.11841438	0.26395196	0.31063312	0.20413327
a0	0.13538828	0.19835855	0.2219814	0.23143311	0.21283862
a31	0.10504215	0.15098096	0.24939717	0.2773773	0.21720235
a8	0.15083498	0.20293957	0.21533893	0.21970543	0.21118106
a31	0.13215186	0.1911834	0.22710055	0.24250521	0.207059
a18	0.1572941	0.2041921	0.21277042	0.21494395	0.21079941
a31	0.11465255	0.18763804	0.23204553	0.2399178	0.22574611
a17	0.16694435	0.20414695	0.20962468	0.21089444	0.20838958
</S>	0.123279415	0.1994107	0.22537209	0.2280665	0.22387126
