 	se	vieni	a	casa	ogni	sabato	</S>
a23	0.08489201	0.07469888	0.08365151	0.06360195	0.15430637	0.4389183	0.099930935
a31	0.16745402	0.16180728	0.16220245	0.13911442	0.1605308	0.16373262	0.045158442
a11	0.19499245	0.14865424	0.14580774	0.07168983	0.14334778	0.27554742	0.01996055
a21	0.19468139	0.16221279	0.16119647	0.084008835	0.15658252	0.2086532	0.032664813
a31	0.16975151	0.15537807	0.15964992	0.07519394	0.16462828	0.25705034	0.018347906
a20	0.1949153	0.17700765	0.17913099	0.03396025	0.09463571	0.31150973	0.008840385
a31	0.21973781	0.19496489	0.18791676	0.026549365	0.07433862	0.28701022	0.009482278
a10	0.24027804	0.23558874	0.21280155	0.026457885	0.058057964	0.21289715	0.013918568
a31	0.23764797	0.2356437	0.20129704	0.038623318	0.069601946	0.19676	0.020426013
a21	0.20958848	0.21855891	0.20961209	0.046722654	0.07535486	0.19938324	0.040779665
a11	0.16294381	0.19337177	0.2140442	0.058054056	0.10034674	0.21388894	0.057350464
a3	0.120815575	0.14574134	0.17327853	0.0656894	0.11146895	0.27623174	0.10677449
a33	0.100660294	0.108816646	0.12661432	0.08236108	0.13692594	0.30446967	0.14015205
</S>	0.11538123	0.11859203	0.12904067	0.13243288	0.15214592	0.21036509	0.14204219
