 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
a31	0.062311493	0.12124127	0.10373592	0.09601634	0.102740705	0.13544203	0.19513336	0.09563774	0.08774111
a24	0.08689693	0.1205419	0.1416517	0.14680682	0.13271986	0.13235366	0.12840478	0.074399255	0.03622508
a18	0.07620916	0.13011032	0.1494333	0.14973082	0.1473165	0.14691746	0.12658845	0.051267084	0.022426868
a31	0.08696538	0.13272767	0.14331795	0.14337474	0.14248613	0.14233051	0.13116045	0.0544177	0.023219502
a37	0.06759017	0.10282022	0.1571382	0.16597894	0.16469833	0.16413336	0.14654987	0.022897229	0.008193684
a21	0.06389809	0.11766158	0.16058621	0.16255823	0.16069177	0.16026129	0.13595332	0.028079158	0.010310443
a31	0.072907686	0.12559305	0.15640621	0.15629217	0.15228388	0.15167983	0.122865856	0.04693567	0.015035708
a37	0.062455818	0.08724308	0.1588581	0.18015267	0.1758309	0.17416392	0.13844086	0.01686072	0.0059939274
a19	0.057963744	0.09591957	0.17340794	0.17879824	0.16935737	0.1678382	0.12675491	0.022689765	0.0072702775
a37	0.06274898	0.10632944	0.1739853	0.1736178	0.15927392	0.157677	0.120183386	0.0350911	0.011093144
a31	0.07696493	0.115992054	0.16170083	0.16196592	0.15114585	0.14980713	0.11386431	0.053348787	0.01521016
a39	0.058605704	0.07748161	0.16555154	0.18707165	0.18115923	0.17965832	0.13413557	0.011432767	0.0049035912
a35	0.056507595	0.082271576	0.17858678	0.18347237	0.1755176	0.17428604	0.13050123	0.013782044	0.0050748037
a20	0.060192034	0.09773879	0.18047574	0.1777699	0.16585161	0.16476357	0.12591131	0.020070452	0.007226607
a31	0.073069826	0.10648713	0.17265892	0.16849408	0.15898308	0.15804112	0.120375104	0.032887615	0.009003153
a33	0.051080413	0.052700285	0.16480653	0.18920887	0.19460744	0.1958507	0.14218365	0.006129144	0.0034330033
a23	0.045382068	0.03347583	0.18486641	0.19352183	0.18405586	0.19113173	0.15624052	0.007611459	0.0037142728
a31	0.04786968	0.04536381	0.1755335	0.15908289	0.17544919	0.19390497	0.18785751	0.009465653	0.005472757
a37	0.030846372	0.017149813	0.15144596	0.20846477	0.20477776	0.2235438	0.15411451	0.0060123797	0.003644668
a31	0.02163659	0.01208025	0.13269427	0.20557243	0.20994018	0.2526619	0.15683593	0.0053160503	0.0032623853
a3	0.0274213	0.013627221	0.14329211	0.22030985	0.19244553	0.23625724	0.15204808	0.009008173	0.005590446
a11	0.020993017	0.014680278	0.114278786	0.23373634	0.15507773	0.27254876	0.16616008	0.013517922	0.009007109
a31	0.014800927	0.0127145685	0.100529686	0.21455441	0.15863413	0.28786814	0.18692788	0.014106387	0.009863894
a37	0.019656738	0.014778144	0.13001418	0.2047326	0.143102	0.269452	0.18248981	0.021606458	0.014168106
a11	0.037518866	0.045203235	0.12623915	0.17983972	0.11040328	0.22504915	0.1633329	0.060624458	0.051789157
a39	0.02888243	0.04635238	0.09716564	0.17830488	0.12135385	0.26809046	0.17085618	0.0473957	0.041598443
a20	0.023178365	0.03698496	0.09037981	0.16767934	0.13567257	0.30854124	0.17576742	0.032298476	0.029497733
a44	0.020348199	0.03148708	0.09156881	0.1670248	0.13759843	0.31623098	0.18311566	0.02753764	0.025088355
a31	0.03403597	0.039923955	0.08784964	0.1708794	0.15006116	0.22008048	0.22046605	0.040796593	0.035906777
</S>	0.049403496	0.067900755	0.07370529	0.14750104	0.13332719	0.22422586	0.15772854	0.073499255	0.072708614
