 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a8	0.13697034	0.121417984	0.18521908	0.19139078	0.22423653	0.032886896	0.04896443	0.058913957
a31	0.17090917	0.18265626	0.20218824	0.2034073	0.2037337	0.007753992	0.01599029	0.013360966
a37	0.17562804	0.10154134	0.25435925	0.23771918	0.21361071	0.0053746705	0.0062672757	0.0054995352
a20	0.20749125	0.12573022	0.24346296	0.22729878	0.17490041	0.005289291	0.0073407576	0.008486293
a29	0.17880225	0.1326671	0.22904122	0.22982047	0.21491536	0.003673934	0.0052519864	0.005827659
a14	0.16546208	0.1277181	0.23164928	0.23489074	0.22694981	0.0032612204	0.0051655676	0.0049032164
a21	0.16734692	0.12723672	0.23296784	0.23536608	0.22342323	0.003197616	0.005748294	0.004713254
a31	0.1784803	0.12786943	0.23789501	0.23612177	0.2037457	0.0033910042	0.007088278	0.0054085427
a20	0.12697697	0.075709656	0.27643442	0.28096253	0.21935211	0.005764645	0.008829848	0.005969779
a6	0.14141592	0.08470163	0.27706045	0.2754408	0.20588292	0.0042738426	0.0070673823	0.004157066
a31	0.13890506	0.067759626	0.29022852	0.271561	0.21243313	0.004812311	0.008867774	0.0054325815
a8	0.09217936	0.03532102	0.27740774	0.30912507	0.24590333	0.011845863	0.015583762	0.012633811
a20	0.09733466	0.05599933	0.24427848	0.28574094	0.2522709	0.016782131	0.027709357	0.01988418
a31	0.090716355	0.052244917	0.21991731	0.27199125	0.29613128	0.017624121	0.029005725	0.022369087
a37	0.07482922	0.054132942	0.17716354	0.23993438	0.27863872	0.055465307	0.061050933	0.058784977
a31	0.09773847	0.061551206	0.17826657	0.23390968	0.26248363	0.044706322	0.06564891	0.055695213
a24	0.07875177	0.07893913	0.1417461	0.185342	0.22674477	0.0933317	0.098455	0.09668955
a31	0.09333223	0.083685525	0.12844217	0.14034449	0.15948805	0.11950633	0.14121936	0.13398184
a20	0.08528606	0.10059197	0.124756634	0.14725007	0.17748185	0.119507484	0.123149045	0.12197693
a31	0.08732706	0.10718756	0.10974931	0.115835264	0.12865669	0.1460196	0.15367152	0.15155303
a7	0.090583764	0.112899534	0.11763597	0.12822345	0.14661181	0.13302596	0.1359377	0.13508178
a35	0.08956682	0.11464207	0.1083734	0.11019302	0.11986716	0.14927964	0.15477216	0.1533057
</S>	0.1044025	0.122393675	0.12069527	0.12538746	0.1295152	0.13194498	0.1329613	0.13269968
