 	il	morto	si	piange	</S>
a20	0.15631992	0.3507876	0.26702687	0.08777583	0.13808972
a31	0.2520069	0.43207797	0.26950943	0.011445976	0.034959685
a18	0.25025356	0.47656822	0.23076038	0.017999584	0.024418373
a15	0.28591657	0.43890524	0.24276215	0.012600484	0.019815514
a31	0.3032141	0.4574829	0.21011846	0.009061382	0.020123072
a15	0.2801757	0.52373064	0.16107768	0.0116766235	0.02333937
a31	0.27169898	0.5298546	0.17035168	0.011069374	0.017025445
a29	0.22243427	0.59718925	0.13055484	0.017847553	0.031974092
a31	0.19164605	0.6417089	0.11948079	0.02043872	0.026725559
a0	0.1692789	0.6344639	0.120602384	0.027330736	0.048324037
a31	0.16053733	0.65376747	0.119422324	0.029528195	0.036744744
a13	0.13282242	0.63467085	0.11844697	0.040221777	0.07383792
a18	0.13277765	0.6538892	0.11352682	0.04171272	0.058093622
a41	0.121544	0.6258362	0.10615186	0.049566425	0.09690166
a31	0.10733476	0.60320014	0.102179155	0.060886245	0.12639973
a18	0.10623216	0.4645438	0.14190042	0.09965905	0.18766455
a31	0.14228036	0.39828444	0.14076485	0.10528076	0.21338956
a46	0.13363189	0.24464397	0.17499988	0.15749297	0.2892313
a31	0.14416134	0.2182368	0.1666638	0.15674035	0.31419772
a0	0.13595685	0.17330144	0.1950057	0.18565297	0.310083
a31	0.14439644	0.20757787	0.16900368	0.16110514	0.31791684
</S>	0.12833422	0.14966507	0.21852317	0.21094352	0.29253402
