 	io	voglio	che	Maria	venga	qui	</S>
a31	0.067582816	0.07781436	0.09305649	0.123891294	0.31596473	0.23841855	0.0832718
a39	0.119050935	0.09605981	0.15338276	0.14430965	0.3081272	0.1645083	0.014561343
a31	0.117942624	0.09831862	0.15722902	0.15099594	0.29943135	0.1586759	0.017406574
a37	0.1483848	0.10262375	0.17214829	0.08635102	0.42820606	0.053086404	0.0091997245
a31	0.14846149	0.0809125	0.16167407	0.059727356	0.5045991	0.03640691	0.008218603
a11	0.18045287	0.07615944	0.17563346	0.04753529	0.47761086	0.030186769	0.012421363
a20	0.16422604	0.05824741	0.13879101	0.040502947	0.5561035	0.029235253	0.01289382
a4	0.132809	0.046004854	0.11188326	0.030794762	0.63269436	0.031455547	0.014358222
a24	0.12733056	0.04667765	0.11242791	0.03272738	0.6262291	0.039077304	0.015530127
a31	0.08522285	0.036087137	0.06927901	0.024070878	0.7160959	0.04563026	0.023613919
a11	0.09233891	0.06820748	0.08080648	0.053101074	0.49565202	0.13009115	0.079802856
a24	0.12744386	0.08443552	0.10297768	0.061116513	0.38929886	0.14249493	0.0922326
a31	0.11567343	0.08946933	0.08629444	0.08471017	0.30746195	0.17041117	0.14597955
a46	0.11777976	0.11897723	0.101002455	0.11791451	0.23992994	0.16030663	0.14408948
a8	0.10993444	0.12194414	0.10532485	0.131137	0.16425733	0.1862925	0.18110971
</S>	0.13083163	0.14116181	0.13632411	0.14265911	0.1563985	0.14657244	0.14605244
