 	prima	di	andare	alla	scuola	</S>
a7	0.047895085	0.19364963	0.044394147	0.2642794	0.32707497	0.122706726
a11	0.033537764	0.27570915	0.030000176	0.26229092	0.30618256	0.09227949
a43	0.019997528	0.3065434	0.014754115	0.2048811	0.39243546	0.061388366
a20	0.011965012	0.27671254	0.008955223	0.17288968	0.48325852	0.046219062
a31	0.006549202	0.23702917	0.0072104633	0.11953511	0.59670675	0.03296926
a20	0.0114988005	0.15137072	0.015898675	0.07362439	0.7185432	0.029064277
a31	0.010949469	0.133903	0.016501319	0.07142267	0.73511755	0.032105926
a20	0.060074918	0.14062382	0.076796964	0.12667184	0.49662212	0.09921032
a31	0.065447666	0.1266733	0.08997712	0.14183998	0.46570483	0.11035711
a20	0.10293188	0.13796939	0.12285423	0.18576421	0.31729645	0.1331838
a31	0.115488775	0.1437085	0.14128202	0.17495707	0.27628776	0.14827588
</S>	0.13464178	0.14578557	0.14495587	0.17868741	0.24844399	0.14748539
