 	questa	casa	la	costruirono	cinquanta	anni	fa	</S>
a8	0.03494349	0.04688227	0.1341171	0.2021776	0.041687246	0.17486927	0.24647638	0.11884661
a31	0.07433753	0.03778359	0.1784491	0.23152986	0.014766132	0.15694666	0.23186895	0.07431824
a8	0.061004665	0.038552977	0.13292399	0.2416069	0.007962124	0.16860294	0.29692245	0.052423958
a31	0.070452824	0.029584175	0.14611402	0.23620422	0.00854676	0.16418076	0.28484482	0.06007248
a20	0.08252087	0.040134974	0.15414296	0.24956822	0.009886342	0.121735096	0.30783728	0.034174267
a31	0.06620998	0.024182033	0.16251199	0.26786116	0.0062020356	0.12134493	0.3225255	0.02916232
a24	0.08054113	0.024425158	0.17751233	0.32329494	0.009942112	0.066316105	0.29849067	0.019477526
a31	0.06641415	0.018253885	0.16598508	0.34843662	0.007218738	0.059819024	0.31470126	0.019171257
a28	0.05967345	0.015542567	0.14313878	0.41470066	0.013328313	0.03367931	0.30297688	0.016960084
a17	0.04963989	0.017667888	0.10083775	0.5132616	0.014830248	0.027127342	0.25991073	0.01672458
a31	0.03628491	0.0135625135	0.0719949	0.45655257	0.017118838	0.025657635	0.35935977	0.019468894
a28	0.041058645	0.016379485	0.08694411	0.47377774	0.024655676	0.028145343	0.30641225	0.022626787
a13	0.0393133	0.020655211	0.07261258	0.5739026	0.0268692	0.027459979	0.21598595	0.023201225
a31	0.031154629	0.01683479	0.05685612	0.49655092	0.028614473	0.030727137	0.30964065	0.029621249
a23	0.03132239	0.022576401	0.06407274	0.53306663	0.04592977	0.04113336	0.22178905	0.04010966
a31	0.04721234	0.03537651	0.08052308	0.48020306	0.06372233	0.04968918	0.19336826	0.04990526
a18	0.03915832	0.035331834	0.070079416	0.47974378	0.075670764	0.06436666	0.17012161	0.06552763
a31	0.050060604	0.04485009	0.08546217	0.42458808	0.089110725	0.068120435	0.16806734	0.06974057
a18	0.049414076	0.0497913	0.081438586	0.34864354	0.1086124	0.0982636	0.16398242	0.0998541
a31	0.059463233	0.059427015	0.08795696	0.27848387	0.12960222	0.110896036	0.16034721	0.11382347
a24	0.05733944	0.06317592	0.0993507	0.24130791	0.13162464	0.12578307	0.15454818	0.12687008
a17	0.06302584	0.0676792	0.09862812	0.19274384	0.14498484	0.13664486	0.1586737	0.1376196
a20	0.058826916	0.084178396	0.12378018	0.20153756	0.1313615	0.13078274	0.13857307	0.13095963
</S>	0.054734632	0.08597085	0.11794572	0.24447682	0.11610983	0.11975953	0.13979574	0.12120682
