 	vestita	la	figlia	l	avevo	portata	alla	chiesa	</S>
a31	0.074018985	0.06544441	0.082068704	0.10941582	0.13017254	0.12869737	0.120594524	0.1492574	0.14033026
a16	0.063556634	0.08806166	0.09680826	0.116010115	0.1492059	0.11209077	0.15055263	0.15024868	0.07346536
a31	0.090374805	0.097825915	0.08442066	0.09915142	0.14777634	0.13666122	0.14637217	0.1248307	0.072586834
a24	0.029390255	0.07216319	0.06738527	0.056503095	0.18155006	0.16789527	0.20623806	0.18019691	0.038677894
a28	0.021434855	0.07099165	0.0719164	0.053053617	0.20295121	0.1443447	0.21726964	0.1881206	0.029917292
a31	0.024692608	0.078141004	0.082048565	0.074683	0.19576293	0.13070178	0.19679137	0.18311203	0.03406678
a41	0.011124886	0.054451145	0.067670114	0.04364752	0.18716657	0.13324936	0.22945952	0.23896475	0.034266073
a31	0.0118746655	0.05012285	0.070958845	0.04628756	0.20409858	0.1262005	0.22731553	0.23307715	0.030064302
a28	0.007033981	0.034377147	0.058078483	0.026726881	0.16191548	0.12068348	0.27018782	0.2967872	0.024209457
a20	0.009279406	0.037319653	0.06079006	0.0333386	0.1980909	0.12559636	0.24757959	0.26240587	0.025599584
a46	0.013392017	0.046475608	0.070695885	0.04846712	0.201556	0.12762336	0.22824761	0.23636508	0.027177362
a11	0.012949171	0.034384657	0.060421076	0.037133597	0.20324703	0.10735517	0.23872672	0.2787063	0.027076254
a46	0.016203266	0.04874713	0.07868004	0.05733479	0.19031805	0.113673516	0.21734986	0.25089368	0.026799642
a31	0.016158082	0.029341625	0.05300183	0.03714281	0.18794906	0.085318	0.23676027	0.32391793	0.030410487
a17	0.0066017285	0.013437826	0.02493405	0.01201769	0.14859547	0.06703867	0.28193828	0.41306284	0.032373488
a31	0.008814629	0.022477277	0.035456646	0.018625543	0.18038607	0.08404046	0.291349	0.33256224	0.02628817
a20	0.008608277	0.015165132	0.026023872	0.012952478	0.08338066	0.06156232	0.32774565	0.44024807	0.0243135
a31	0.010978576	0.018871665	0.02795879	0.015743442	0.09197016	0.07329938	0.35513106	0.37827104	0.027775943
a13	0.014311403	0.020148646	0.030631457	0.018816032	0.06601899	0.05365011	0.30888614	0.4599853	0.027551936
a18	0.0177788	0.022115333	0.02939861	0.021632735	0.06591685	0.06902003	0.31151798	0.42010367	0.04251596
a13	0.012675395	0.01667334	0.023288064	0.016732013	0.08896032	0.070518024	0.30546197	0.41685814	0.048832655
a31	0.009023233	0.0130183855	0.020779716	0.014761337	0.13355994	0.071105726	0.28403	0.4090849	0.044636752
a18	0.01325063	0.016478218	0.026544938	0.020422779	0.06812208	0.072626665	0.28942278	0.45139143	0.041740492
a3	0.028960483	0.031279378	0.03728059	0.035412963	0.063658975	0.08786876	0.23289476	0.40526375	0.07738022
a0	0.02362299	0.025947032	0.033707008	0.03292598	0.078864336	0.101006344	0.24726266	0.37716147	0.079502136
a20	0.01927146	0.021500954	0.029881002	0.028445372	0.10430807	0.104541905	0.26071036	0.3531726	0.078168295
a31	0.016064668	0.018556768	0.026484884	0.024448492	0.121425465	0.09880012	0.2695867	0.3544524	0.070180446
a13	0.034587737	0.03531632	0.049130034	0.0491239	0.07520074	0.12708254	0.22236268	0.32890952	0.07828654
a31	0.05322418	0.053680055	0.06979967	0.073433466	0.085624345	0.13496198	0.1636926	0.26353613	0.102047585
a20	0.0638298	0.063042656	0.08650713	0.091065675	0.09724342	0.10704353	0.13633929	0.24903025	0.10589819
a13	0.07588062	0.07389392	0.10010089	0.107592605	0.10637937	0.1178477	0.11357954	0.18051277	0.12421264
a20	0.07431412	0.07368213	0.08268105	0.083578974	0.09073876	0.13714634	0.15373634	0.20487052	0.09925175
a31	0.06292528	0.06265661	0.0682541	0.068704434	0.08871316	0.14722729	0.17690589	0.2175227	0.10709053
a17	0.07805828	0.076979846	0.085704155	0.086335294	0.090416975	0.12079004	0.14780651	0.21990374	0.09400509
a20	0.08326698	0.08199897	0.091635406	0.09283229	0.096014	0.1307369	0.13785288	0.18312053	0.10254195
</S>	0.074758165	0.07527275	0.07679726	0.076699525	0.08841984	0.14382392	0.16432159	0.19936317	0.10054371
