 	era	molto	stanco	</S>
a46	0.31168094	0.2542667	0.34240368	0.091648616
a8	0.28532985	0.32274142	0.36642447	0.025504202
a37	0.3159683	0.25520796	0.40679348	0.022030247
a31	0.3230738	0.28980064	0.36394656	0.023178957
a0	0.40358877	0.20100409	0.374538	0.020869114
a20	0.4369939	0.24522968	0.30110395	0.016672472
a31	0.4287092	0.2336634	0.31495517	0.022672234
a39	0.5445304	0.17540804	0.21907355	0.06098804
a41	0.48984057	0.16142048	0.2844274	0.064311445
a31	0.44878983	0.16357139	0.27598715	0.111651644
a28	0.3003484	0.22085258	0.26136503	0.21743402
a11	0.330912	0.18495584	0.28679475	0.19733746
a20	0.27839628	0.21702099	0.27782288	0.2267598
a31	0.28156114	0.22834264	0.2671005	0.22299567
a11	0.24698709	0.24970925	0.25420555	0.24909808
</S>	0.20830387	0.2543684	0.27403137	0.26329637
