 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
a8	0.12065445	0.13642918	0.13760711	0.13467413	0.0708514	0.13913964	0.2116622	0.048981916
a31	0.10390315	0.15134475	0.14847696	0.15075903	0.13396925	0.14682241	0.15099671	0.013727708
a39	0.12971851	0.17597345	0.15479559	0.16661783	0.06850903	0.16135336	0.13717417	0.0058581005
a21	0.15039453	0.17453699	0.1603825	0.16589044	0.08405956	0.13875394	0.117989846	0.007992215
a31	0.14144526	0.16482706	0.16129714	0.16540901	0.095788755	0.14598316	0.11806543	0.007184224
a37	0.13033703	0.16541576	0.15558553	0.17008802	0.089083806	0.16824724	0.11652369	0.0047188886
a31	0.12223611	0.17087084	0.16162771	0.17749232	0.08731654	0.16352147	0.11291115	0.0040238523
a41	0.14342047	0.2155505	0.16662087	0.158536	0.091185376	0.11428757	0.104809076	0.0055901557
a10	0.1413421	0.26762003	0.16710421	0.14908475	0.09390937	0.08836559	0.08625355	0.0063203857
a31	0.13440166	0.24898897	0.1668111	0.16447367	0.07603631	0.106602214	0.09689789	0.0057881456
a46	0.14589454	0.30896	0.16456662	0.13269146	0.091042824	0.0658754	0.08003724	0.010931922
a20	0.14124665	0.38432947	0.13375193	0.101934426	0.10069385	0.051152587	0.069733486	0.017157586
a13	0.13209422	0.35417545	0.1234346	0.10240249	0.105713025	0.06265491	0.09589406	0.023631198
a31	0.12063431	0.34203	0.12848097	0.1095505	0.08192144	0.07228243	0.11931442	0.02578593
a39	0.10569728	0.4077821	0.106485434	0.080078304	0.08344829	0.054586206	0.11034137	0.051581033
a16	0.11763385	0.354649	0.10282892	0.088816985	0.10359986	0.06168593	0.11098573	0.05979975
a13	0.09538325	0.29356006	0.10616184	0.090404995	0.085270956	0.08560983	0.15927729	0.08433178
a31	0.08809192	0.35401067	0.109622955	0.09837159	0.05579555	0.097108215	0.14551234	0.05148679
a37	0.105491325	0.22376555	0.105481856	0.10236428	0.105698675	0.103563614	0.16054796	0.09308675
a31	0.09948957	0.17221521	0.11280346	0.10465501	0.09425655	0.104627624	0.18869947	0.12325311
a8	0.111138545	0.14582328	0.115739845	0.113345556	0.112848036	0.11292407	0.17241985	0.115760826
</S>	0.11348159	0.1347986	0.12246735	0.11981182	0.09726142	0.12041986	0.16489767	0.12686174
