 	il	vino	buono	deve	essere	invecchiato	</S>
a24	0.28343594	0.27280316	0.026892567	0.027981231	0.031010564	0.30062583	0.057250682
a46	0.30850717	0.3317718	0.0052830055	0.0049168086	0.004445897	0.3270177	0.018057615
a31	0.28443167	0.28812498	0.0027298427	0.0033457133	0.0026625833	0.40963832	0.009066849
a17	0.24422623	0.24497004	0.003040013	0.004422533	0.0039980956	0.4923826	0.006960451
a37	0.28335688	0.2895627	0.0040220786	0.0059860796	0.0055809435	0.40256783	0.008923512
a31	0.3091589	0.26594505	0.0067250696	0.009834483	0.009558619	0.38687947	0.011898364
a39	0.23344728	0.16463713	0.03138917	0.035513505	0.035329778	0.4630171	0.036666162
a31	0.1789826	0.12985882	0.041967764	0.049301263	0.049085118	0.4996384	0.05116609
a37	0.1528923	0.12536818	0.09817462	0.1011595	0.10108881	0.31959227	0.10172432
a31	0.13778971	0.11347933	0.11555172	0.11958703	0.11951301	0.27376962	0.12030956
a46	0.1405113	0.1328158	0.13228141	0.1330046	0.1329905	0.19526365	0.1331327
a31	0.13750204	0.13065434	0.13304229	0.13370275	0.13369144	0.19758286	0.13382427
a46	0.14133163	0.13844317	0.13986842	0.14009583	0.14009179	0.16003396	0.14013517
</S>	0.13930073	0.13560843	0.13801077	0.1383216	0.13831642	0.1720635	0.13837859
