 	quella	famiglia	non	ha	da	mangiare	</S>
a20	0.10002381	0.12181015	0.15200983	0.18462521	0.15148742	0.21971928	0.07032428
a31	0.14489253	0.12838912	0.21454114	0.14975446	0.1264124	0.21010205	0.025908338
a37	0.1906009	0.16682057	0.22070906	0.15327159	0.07371152	0.17922896	0.015657432
a31	0.18389022	0.15985782	0.2282917	0.14874771	0.089141026	0.17428072	0.015790805
a13	0.20952593	0.17741369	0.24914531	0.15553465	0.045423314	0.14950669	0.0134504335
a31	0.2318792	0.19315688	0.25983366	0.15956496	0.028960643	0.11546616	0.01113854
a43	0.23860429	0.20554076	0.26931566	0.15659812	0.024414148	0.09106075	0.01446626
a31	0.25614175	0.23028076	0.2753362	0.13991703	0.02379241	0.059346806	0.015185051
a20	0.27452216	0.24541925	0.24439788	0.11806658	0.026355112	0.06937334	0.021865759
a31	0.29081297	0.27976525	0.23047364	0.09481614	0.026591336	0.056495305	0.021045284
a11	0.29719394	0.26450592	0.18066697	0.09293889	0.039040554	0.087108046	0.03854571
a31	0.28626576	0.28438893	0.16356978	0.09497475	0.04099563	0.08940563	0.04039953
a30	0.19742496	0.22149478	0.13527763	0.11939757	0.08635492	0.1451897	0.094860375
a31	0.20034568	0.20881687	0.1428689	0.12758274	0.081286535	0.14566372	0.09343559
a42	0.104934275	0.14873476	0.1097317	0.17263028	0.14553884	0.16831453	0.15011564
a20	0.103647895	0.13052465	0.10178476	0.1501023	0.15976374	0.18281291	0.17136371
a31	0.09234214	0.1147058	0.101654045	0.17090204	0.17005013	0.17715533	0.17319053
a20	0.08133433	0.12254788	0.117499724	0.17903253	0.1652275	0.16824062	0.16611743
</S>	0.087812796	0.10752407	0.101614244	0.16441321	0.17651075	0.18235457	0.17977029
