 	il	ladro	è	entrato	da	qui	</S>
a31	0.24247865	0.21167132	0.09658412	0.036544617	0.12998025	0.1831908	0.09955024
a17	0.25123143	0.3411685	0.08557328	0.0074064448	0.12251179	0.16652401	0.025584593
a37	0.34234142	0.38244393	0.047412958	0.005972926	0.07463788	0.12829025	0.018900502
a35	0.34702194	0.46503586	0.028307084	0.007319711	0.04148759	0.09396042	0.016867414
a18	0.337967	0.5035601	0.023736876	0.008958606	0.03138939	0.076890476	0.0174975
a31	0.3377017	0.48479462	0.028489266	0.009820684	0.03538174	0.082934625	0.020877326
a24	0.17018174	0.68393207	0.032104544	0.020042716	0.02696813	0.04302064	0.023750126
a31	0.21913639	0.6589185	0.025474679	0.014763976	0.020427132	0.04379275	0.017486509
a16	0.07607455	0.66327035	0.058314595	0.046781547	0.048187114	0.059216667	0.048155185
a31	0.118744895	0.6443779	0.05460023	0.04036999	0.038860597	0.06231023	0.040736094
a46	0.067731366	0.49472666	0.0918125	0.08481312	0.08406417	0.09163112	0.08522108
a31	0.07862753	0.43345675	0.102602996	0.094780385	0.09153527	0.1042288	0.09476824
a46	0.075842865	0.30250943	0.12682886	0.12326108	0.12174221	0.12671047	0.12310509
a31	0.077450946	0.2581924	0.1346258	0.13225698	0.12988125	0.13551627	0.13207635
a35	0.090819165	0.19393876	0.14403684	0.14274067	0.14177418	0.14409333	0.1425971
a31	0.07887229	0.16358899	0.15264401	0.1517726	0.14790428	0.15405591	0.15116186
a8	0.103414886	0.13875173	0.15196548	0.15152296	0.15081917	0.15211575	0.15141003
a31	0.10154847	0.12600179	0.15479368	0.15452246	0.15364093	0.15510087	0.15439178
</S>	0.10848927	0.12045594	0.15448415	0.15422061	0.15359478	0.1546383	0.1541169
