 	da	da	un	famoso	poeta	</S>
a31	0.104105994	0.093392335	0.29353717	0.09754755	0.33106667	0.08035027
a37	0.11747055	0.043022048	0.35456645	0.0981895	0.37252176	0.014229649
a31	0.16596748	0.057875976	0.38013834	0.10508813	0.2798244	0.011105591
a28	0.1622144	0.041347712	0.3397348	0.13302517	0.30307165	0.020606285
a31	0.14420165	0.03954933	0.32944903	0.11694368	0.33323452	0.03662172
a20	0.1368024	0.049471788	0.31464022	0.11660439	0.3202485	0.06223269
a13	0.1109195	0.07628932	0.2438011	0.14269903	0.32301006	0.10328103
a39	0.077729724	0.06899878	0.19533849	0.11660694	0.40468097	0.13664505
a31	0.06583854	0.062587045	0.22957896	0.098890916	0.43211424	0.1109903
a35	0.10457125	0.11536995	0.1781999	0.16468485	0.28688237	0.15029165
a31	0.09082308	0.09925531	0.18366826	0.13271864	0.3195422	0.17399248
a17	0.13111496	0.14567426	0.17062865	0.16267294	0.22061636	0.16929287
a31	0.1215604	0.14074922	0.1871176	0.1394186	0.22078688	0.19036731
</S>	0.15240858	0.16130364	0.17164527	0.16097277	0.18170415	0.1719655
