 	le	melanzane	vogliono	ee	girate	</S>
a31	0.110083014	0.16434631	0.18868613	0.18375331	0.19180296	0.16132826
a20	0.13043636	0.117756225	0.17241599	0.23663193	0.251801	0.09095848
a18	0.12750012	0.099191494	0.17873429	0.26074272	0.23503149	0.09879987
a20	0.13073434	0.09334094	0.19789678	0.26038828	0.2565314	0.061108213
a38	0.121298425	0.079416975	0.18847005	0.28252813	0.2748361	0.05345034
a17	0.11427368	0.07316253	0.18085209	0.29600242	0.27863523	0.05707411
a31	0.12944025	0.07937831	0.1857753	0.26382107	0.2850035	0.056581546
a20	0.032443326	0.030699816	0.14888884	0.29319087	0.45741177	0.03736537
a41	0.0798124	0.05589047	0.17460075	0.27981365	0.37101033	0.038872417
a29	0.062948756	0.04934633	0.16258399	0.2704805	0.4185815	0.036058992
a11	0.06945778	0.048797738	0.16594087	0.2792453	0.40208364	0.03447467
a31	0.06171605	0.043822467	0.16247901	0.29518571	0.40489706	0.03189971
a8	0.01580881	0.02442313	0.08892244	0.2575629	0.5748154	0.038467366
a31	0.04310123	0.06667538	0.1536471	0.19454204	0.48391804	0.058116313
a1	0.017155938	0.027840285	0.09683172	0.2125215	0.5892112	0.056439307
a31	0.031320937	0.038027685	0.15131064	0.22061081	0.4978621	0.060867876
a3	0.019909915	0.03064767	0.073538244	0.22331265	0.60343176	0.049159754
a31	0.023955937	0.033242583	0.08277442	0.24416876	0.5579051	0.05795331
a8	0.023174068	0.036321428	0.05513753	0.2365795	0.60613716	0.04265029
a23	0.03308329	0.052180614	0.08056086	0.24747485	0.522991	0.06370939
a31	0.028379388	0.044722944	0.12585266	0.24723996	0.4706022	0.08320287
a46	0.026472537	0.04270416	0.06084896	0.2231557	0.5959243	0.05089434
a37	0.035431553	0.058194112	0.07746553	0.23199862	0.5266992	0.07021107
a46	0.0323179	0.05820596	0.10482557	0.22925083	0.4827843	0.09261547
a24	0.031914152	0.04853573	0.11070177	0.2813603	0.44658163	0.080906436
a31	0.032843497	0.05987973	0.11947005	0.24913147	0.43319765	0.10547763
a46	0.04810194	0.06361041	0.08545853	0.3021043	0.42632836	0.07439643
a31	0.0624324	0.085940994	0.10387248	0.27385566	0.37732542	0.096572965
a8	0.065522216	0.0931768	0.09883757	0.25706306	0.38928357	0.09611671
a24	0.075791575	0.101930775	0.10985379	0.25447747	0.3515658	0.10638057
a8	0.06600601	0.102159835	0.1229903	0.253513	0.33867708	0.116653755
a31	0.06049601	0.065371476	0.11029615	0.27467757	0.3940665	0.095092244
</S>	0.082675815	0.09321847	0.11004664	0.2636319	0.346207	0.10422011
