 	aveva	lavorato	tutta	la	settimana	</S>
a31	0.14465255	0.08574231	0.09265712	0.3406892	0.20131965	0.13493915
a20	0.358747	0.016734736	0.021209292	0.40007424	0.17441551	0.028819146
a31	0.38086617	0.014154696	0.020215137	0.39833036	0.15879749	0.027636122
a28	0.49463028	0.0140672205	0.017343652	0.31369722	0.13679834	0.023463251
a31	0.5935417	0.014546789	0.017574344	0.24839808	0.09890199	0.027037043
a13	0.60818595	0.018902615	0.021046095	0.20860712	0.105912246	0.037345886
a18	0.6103222	0.028362911	0.029997056	0.16599649	0.119454965	0.045866396
a31	0.47820544	0.039143093	0.03917167	0.17300335	0.19052073	0.07995569
a27	0.36528015	0.05280268	0.051163193	0.18956129	0.2274131	0.113779545
a31	0.29246616	0.07102907	0.070835456	0.18237066	0.25398088	0.12931782
a20	0.14148647	0.09780053	0.09177507	0.19364755	0.2986496	0.17664082
a31	0.14720605	0.097573	0.09539942	0.17453186	0.291704	0.19358566
a39	0.093910456	0.1337027	0.123028286	0.18812416	0.2706476	0.19058682
a31	0.10611809	0.114865996	0.10804193	0.1916444	0.27080435	0.20852517
a33	0.091992326	0.16355042	0.15517563	0.18699817	0.21393631	0.18834713
</S>	0.09318898	0.16569415	0.15714303	0.19120507	0.20170628	0.19106252
