 	dovevo	comprare	il	pane	</S>
a31	0.11037364	0.1058185	0.30272916	0.2965241	0.18455458
a46	0.08990038	0.035264533	0.3753045	0.4240747	0.07545599
a31	0.084412605	0.029045004	0.35025036	0.46888325	0.067408815
a18	0.11830106	0.037773598	0.38892952	0.3902396	0.064756185
a13	0.08555404	0.024134561	0.39118028	0.43610173	0.063029364
a0	0.04898415	0.018668963	0.4690333	0.37710398	0.08620963
a20	0.045544278	0.022405853	0.47740114	0.35601568	0.098633096
a7	0.046630345	0.037150186	0.46633115	0.3225823	0.12730601
a20	0.049675763	0.03795061	0.46552867	0.32111984	0.12572517
a31	0.056567837	0.06667038	0.4045155	0.30534548	0.16690083
a11	0.13170475	0.17657268	0.23912516	0.2443807	0.20821667
a39	0.09441528	0.14133584	0.27561462	0.27710253	0.21153171
a31	0.10174741	0.12845606	0.27483657	0.28185675	0.21310322
a13	0.17843194	0.1926005	0.20997402	0.21616964	0.20282383
a17	0.1376242	0.18552509	0.22716421	0.23750198	0.21218456
a31	0.15069818	0.16065364	0.22759296	0.25170878	0.20934643
a46	0.19285645	0.19626462	0.20297422	0.2071257	0.20077907
a20	0.18282117	0.1980681	0.2065672	0.20915999	0.20338352
a31	0.18383141	0.19315828	0.20601043	0.21429881	0.20270103
</S>	0.19728114	0.19818659	0.20100777	0.20323014	0.20029433
