 	non	ho	cosa	a	fare	</S>
a8	0.11376399	0.15046076	0.19577311	0.27018648	0.19653562	0.073280014
a31	0.21948871	0.19842175	0.1730728	0.24898575	0.138962	0.021068946
a37	0.18688543	0.21061654	0.17658862	0.30217603	0.11395505	0.0097783
a11	0.19324358	0.2292887	0.2071678	0.24240561	0.11720371	0.010690608
a13	0.18111722	0.20466855	0.19056533	0.29764304	0.11656778	0.009438084
a20	0.20702685	0.20670728	0.138617	0.34260887	0.09127715	0.01376281
a31	0.21305597	0.18331237	0.084573284	0.38860062	0.10575166	0.024706062
a8	0.11489909	0.10579568	0.09177104	0.47158024	0.13054104	0.085412905
a31	0.103426084	0.10413373	0.109239735	0.36865067	0.16708265	0.14746709
a46	0.10655828	0.11551764	0.15789711	0.2350063	0.19422887	0.1907918
a8	0.10290821	0.107396744	0.14108828	0.28695148	0.18396546	0.17768984
</S>	0.12095338	0.13059399	0.15831997	0.25374278	0.17128745	0.16510245
