 	puoi	non	parlare	di	questo	con	Anna	</S>
a31	0.049096327	0.06355038	0.15856136	0.19896512	0.105334006	0.115175515	0.1770258	0.13229148
a20	0.023908699	0.027687356	0.10032417	0.16576512	0.23990856	0.19841078	0.19922659	0.044768833
a11	0.036842115	0.051535778	0.11851496	0.1612031	0.22706014	0.18769248	0.15124191	0.06590951
a10	0.028187033	0.04118672	0.12042053	0.17915244	0.20844997	0.20111276	0.1806081	0.040882427
a39	0.025311306	0.035118982	0.11005154	0.18468267	0.2196652	0.20879126	0.1833625	0.03301651
a7	0.02675496	0.037392315	0.10263363	0.18654485	0.24185382	0.2045764	0.16855298	0.03169102
a37	0.03279678	0.045807563	0.10381134	0.16329111	0.26734987	0.18511795	0.164016	0.037809424
a8	0.027559323	0.03797455	0.0953728	0.16809244	0.27554587	0.1932641	0.17109458	0.031096352
a18	0.01450223	0.018174183	0.054288324	0.10306347	0.3505296	0.2100236	0.22493239	0.024486242
a46	0.013441115	0.016603913	0.046785638	0.10468116	0.3480333	0.22269228	0.2277377	0.020024883
a31	0.00965304	0.010026997	0.035977527	0.07593695	0.4038051	0.21121499	0.23343918	0.019946208
a18	0.01381232	0.014951338	0.023340913	0.05482223	0.35798162	0.20505488	0.30666545	0.02337131
a24	0.009565139	0.009031622	0.018324574	0.05550572	0.44079494	0.20943053	0.24011873	0.017228765
a28	0.013441965	0.014117322	0.020187572	0.047136657	0.39562097	0.21377984	0.27469084	0.02102488
a31	0.019005407	0.021283168	0.03399878	0.07976406	0.33489314	0.18729062	0.29011577	0.033648964
a20	0.042837095	0.04564461	0.05112574	0.07888317	0.22629946	0.16593172	0.3395966	0.04968155
a31	0.051256604	0.056682147	0.063405775	0.083857656	0.21339223	0.16232845	0.31789836	0.051178727
a3	0.065935805	0.06792037	0.0708412	0.08691921	0.16949195	0.14115466	0.3288034	0.068933435
a31	0.09290111	0.09616846	0.0991786	0.109516144	0.14629382	0.1095052	0.25497493	0.09146177
a20	0.086346395	0.08738149	0.08877206	0.096797846	0.14632824	0.12767719	0.2789454	0.08775139
a31	0.112383865	0.11374792	0.1149501	0.11957985	0.12726776	0.107361555	0.19290563	0.11180335
</S>	0.10917936	0.10981948	0.110468626	0.113361485	0.12346158	0.11930597	0.20523705	0.10916652
