 	ho	messo	uno	specchio	sul	muro	</S>
a8	0.073365174	0.12230067	0.14191566	0.13653947	0.21979597	0.20703442	0.09904861
a31	0.14564718	0.13309205	0.14342242	0.08710974	0.22728974	0.22248921	0.040949713
a17	0.111913115	0.08881903	0.10739317	0.066272385	0.32512358	0.275974	0.024504688
a11	0.14155652	0.118425995	0.13865176	0.107051395	0.2751685	0.18809702	0.031048778
a31	0.12335995	0.11395278	0.13832147	0.07996269	0.26923463	0.25409925	0.02106919
a20	0.12667498	0.095666066	0.067079015	0.019920314	0.4151259	0.2637525	0.011781183
a31	0.11580041	0.081604615	0.04314527	0.016394671	0.488272	0.24323815	0.011544878
a37	0.11956162	0.07910013	0.039721094	0.022985144	0.5000412	0.21695684	0.021633977
a24	0.100507945	0.074286535	0.045224447	0.035946652	0.50538015	0.20226261	0.03639164
a28	0.061859176	0.051139805	0.03832004	0.046005744	0.5396833	0.21814603	0.044846006
a31	0.032352645	0.029994117	0.033988718	0.03964808	0.59711236	0.22732483	0.039579257
a24	0.05661297	0.05366138	0.06484136	0.08046632	0.43657747	0.22533908	0.08250139
a35	0.07856472	0.07708957	0.093343474	0.122094505	0.33368084	0.18355902	0.11166792
a31	0.06673722	0.093250245	0.12044927	0.12841925	0.28043142	0.18221709	0.12849551
a20	0.07074	0.1043866	0.13320908	0.14027794	0.23140365	0.17881577	0.141167
</S>	0.079277806	0.11274721	0.14421247	0.15302022	0.19659473	0.1616067	0.15254086
