 	mi	si	gonfiò	il	dito	</S>
a31	0.20294876	0.14377156	0.14886633	0.32037243	0.09843387	0.085607104
a11	0.27719384	0.20648621	0.072975375	0.38429943	0.040854618	0.018190496
a31	0.27907684	0.20481801	0.050762847	0.4169107	0.034439422	0.013992111
a15	0.31013083	0.20636588	0.019660743	0.41156018	0.03363803	0.018644292
a31	0.31514427	0.16536567	0.020906715	0.42900056	0.04286432	0.026718555
a0	0.29423678	0.1575932	0.035090424	0.37986583	0.07748222	0.055731542
a46	0.21287456	0.1305424	0.06051196	0.37390107	0.13125533	0.09091463
a31	0.11090477	0.09097455	0.10353635	0.389513	0.15491228	0.15015897
a18	0.11324138	0.09739029	0.110640906	0.32687747	0.17920162	0.17264843
a31	0.11459108	0.10012844	0.10139251	0.30676553	0.19666465	0.18045777
a24	0.10395947	0.10383418	0.1534161	0.24407205	0.19857748	0.19614066
a28	0.10830169	0.10134432	0.12780535	0.23893929	0.21621227	0.20739712
a13	0.12059416	0.13133618	0.1766221	0.19715814	0.18737979	0.18690969
a20	0.14258096	0.14746109	0.16423176	0.21112175	0.16793497	0.16666941
a17	0.14768037	0.139581	0.14725062	0.26363885	0.15353592	0.1483132
a39	0.1527305	0.13426982	0.14024372	0.28394282	0.14795516	0.14085796
a20	0.15336975	0.13164385	0.1380978	0.29226848	0.1460547	0.13856545
a31	0.15466748	0.1377471	0.14170152	0.2773418	0.14668584	0.14185622
a41	0.16734238	0.15810452	0.15769337	0.20041306	0.1589253	0.15752141
a8	0.16791436	0.1562187	0.15662824	0.20520665	0.1576017	0.15643036
a37	0.16337289	0.16226935	0.16289282	0.18501207	0.16346858	0.16298428
a8	0.1489532	0.14258039	0.14929414	0.25306788	0.15579788	0.15030651
</S>	0.16258809	0.16089474	0.16133244	0.19163215	0.16210832	0.16144429
