 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a23	0.06402524	0.045394484	0.04803712	0.075360276	0.059345767	0.03184057	0.21875085	0.122560464	0.24281603	0.09186915
a31	0.13162476	0.122534275	0.12635507	0.13118592	0.12254994	0.0082243625	0.12724075	0.07533756	0.12546104	0.029486345
a28	0.16228124	0.11387604	0.10816729	0.1345294	0.08180074	0.006032111	0.17555027	0.036351822	0.16614626	0.015264844
a31	0.16120441	0.120830625	0.11689315	0.15293606	0.08004467	0.005509054	0.14826809	0.054081943	0.13849539	0.021736663
a29	0.18338013	0.14407566	0.1425246	0.16523847	0.09961169	0.0066365334	0.12270022	0.019644221	0.10623627	0.009952166
a39	0.17692241	0.14136651	0.1436603	0.17134027	0.10810492	0.0051164627	0.12842564	0.019479621	0.09600996	0.00957391
a31	0.1798904	0.1413555	0.14911215	0.18254235	0.12702286	0.0046274383	0.10206876	0.017402539	0.08634529	0.009632646
a39	0.20137456	0.15269685	0.17339163	0.20672135	0.14103624	0.008340424	0.05039145	0.012243488	0.044694763	0.009109248
a41	0.20530851	0.13574938	0.16654028	0.21411052	0.1332403	0.010241534	0.058120884	0.014261162	0.051030323	0.011397107
a10	0.17893209	0.104154505	0.13812591	0.20182928	0.1228668	0.0154108	0.08193765	0.026874742	0.104741566	0.025126625
a31	0.18602176	0.094485715	0.1229704	0.2076404	0.10693954	0.009791344	0.094498344	0.028048333	0.12278531	0.02681893
a18	0.11977006	0.07940696	0.0989865	0.15170832	0.12368328	0.04548298	0.10122435	0.07346009	0.1338894	0.07238816
a31	0.13131896	0.08920409	0.111057706	0.14974256	0.15760784	0.0393326	0.091652125	0.05534609	0.11976325	0.05497478
a3	0.076980285	0.06683465	0.07165018	0.087500304	0.121199496	0.08300692	0.10696256	0.12175773	0.14245546	0.12165244
a18	0.08932191	0.078487575	0.087863736	0.10779464	0.14981055	0.069302745	0.08682654	0.09840775	0.13361251	0.09857205
a31	0.06645943	0.061060138	0.06557009	0.07845467	0.101930596	0.08868747	0.1242461	0.12833321	0.15640649	0.1288519
a23	0.060650207	0.059235733	0.06264613	0.07401946	0.104091555	0.11730785	0.12633753	0.13050355	0.13463241	0.13057564
</S>	0.06993828	0.06627387	0.069652356	0.07899619	0.10080975	0.090680204	0.11001127	0.13294928	0.14759526	0.13309355
