 	il	morto	vuole	pianto	</S>
a31	0.18623963	0.1930779	0.24229896	0.26821825	0.110165246
a28	0.1754529	0.26654336	0.2603444	0.26867124	0.028988149
a17	0.22596723	0.313913	0.2184814	0.21724766	0.024390714
a31	0.2085465	0.30364624	0.2244441	0.24257945	0.020783711
a20	0.11641351	0.37576777	0.18204549	0.31505877	0.010714455
a0	0.123576164	0.40134132	0.192961	0.2730298	0.009091748
a31	0.1306718	0.36988047	0.19066253	0.2940136	0.014771656
a13	0.063432045	0.4269886	0.12034505	0.37542996	0.013804358
a6	0.071826495	0.477201	0.12231792	0.3164671	0.012187396
a31	0.07418459	0.39309597	0.1515622	0.36138684	0.019770473
a46	0.039518025	0.4534019	0.08541513	0.39726853	0.024396444
a37	0.04428331	0.5048526	0.082181014	0.33630875	0.032374308
a31	0.038186055	0.4509179	0.078987524	0.39467317	0.037235353
a46	0.04487352	0.4517552	0.08608146	0.34548143	0.07180833
a31	0.06262795	0.40155786	0.09339416	0.3388677	0.103552304
a46	0.07793493	0.32376283	0.12622508	0.31853402	0.15354317
a8	0.09618367	0.26441032	0.14188491	0.30247542	0.19504564
a31	0.09766514	0.2747798	0.17596515	0.2829449	0.16864507
a8	0.111931674	0.2262375	0.19269653	0.26577824	0.20335603
</S>	0.10920274	0.22131442	0.19296204	0.26997158	0.20654924
