 	avete	cucinato	le	verdure	</S>
a39	0.34093568	0.05730134	0.39040032	0.124551415	0.08681137
a31	0.37280864	0.060030695	0.37641707	0.13778129	0.052962404
a35	0.44613162	0.008816353	0.49971032	0.031597897	0.013743806
a31	0.4659851	0.007993574	0.48153824	0.032356545	0.012126611
a20	0.50873446	0.013962004	0.42108932	0.034100227	0.022114044
a31	0.54529375	0.020489044	0.3537602	0.04603902	0.03441794
a20	0.4384964	0.04699251	0.34505016	0.08900021	0.08046077
a39	0.27462497	0.09186908	0.306038	0.1696981	0.15776981
a28	0.20771576	0.15315123	0.29259476	0.1740571	0.1724812
a31	0.26743433	0.14530873	0.28526354	0.1525892	0.14940424
</S>	0.19865681	0.19655761	0.20968793	0.19761953	0.19747813
