 	io	non	so	cosa	è	da	scrivere	</S>
a48	0.11915688	0.18968767	0.14086367	0.14837894	0.037478164	0.041523844	0.23844022	0.084470645
a31	0.1646904	0.279383	0.19922528	0.25487122	0.010835715	0.014937788	0.06528031	0.010776347
a14	0.19983459	0.25274318	0.19971205	0.25609195	0.014853192	0.019716809	0.04833322	0.008714999
a37	0.19988678	0.2570138	0.20309946	0.26386395	0.011935283	0.0154143255	0.040722564	0.008063838
a10	0.19671385	0.25933534	0.20295076	0.26952535	0.011072775	0.014056738	0.038321797	0.008023341
a31	0.19259143	0.26728827	0.20236523	0.26999104	0.011263198	0.012907988	0.0344458	0.009147038
a28	0.22543785	0.28127658	0.20161872	0.21162713	0.015093613	0.016145574	0.033360578	0.0154399155
a31	0.20787792	0.23468408	0.1773042	0.18223727	0.0378094	0.04127865	0.07447085	0.044337545
a42	0.16684626	0.19364041	0.14676175	0.15039259	0.057152987	0.061651587	0.12999935	0.09355504
a23	0.12522033	0.1379083	0.12550938	0.11536963	0.08011546	0.08079993	0.19090113	0.14417583
a8	0.13163784	0.13703598	0.118449524	0.08841777	0.08313628	0.07836342	0.22202314	0.14093608
</S>	0.12567197	0.1261986	0.12271597	0.10890934	0.11161264	0.10737775	0.17156461	0.12594914
